statement	score	confidence	gemini_2_5_flash
para-Nitroanisole	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosopiperidine	2B	possibly carcinogenic	possibly carcinogenic
2-Ethylhexyl acrylate	2B	possibly carcinogenic	not classifiable
4,4'-Methylenedianiline	2B	possibly carcinogenic	possibly carcinogenic
Progestins (see also Progestogen-only contraceptives)	2B	possibly carcinogenic	possibly carcinogenic
Michler’s base [4,4´-methylenebis(N,N-dimethyl)­benzenamine]	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
Microcystin-LR	2B	possibly carcinogenic	possibly carcinogenic
Diglycidyl resorcinol ether	2B	possibly carcinogenic	possibly carcinogenic
Glyphosate	2A	probably carcinogenic	probably carcinogenic
PhIP (2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine)	2B	possibly carcinogenic	possibly carcinogenic
Cycasin	2B	possibly carcinogenic	possibly carcinogenic
Clonorchis sinensis (infection with)	1	carcinogenic to humans	carcinogenic to humans
N-Methylolacrylamide	2B	possibly carcinogenic	not classifiable
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Pioglitazone	2A	probably carcinogenic	not classifiable
Copper 8-hydroxyquinoline	3	not classifiable	not classifiable
Methyl carbamate	3	not classifiable	not classifiable
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Aziridine	2B	possibly carcinogenic	possibly carcinogenic
3,7-Dinitrofluoranthene	2B	possibly carcinogenic	probably carcinogenic
para-Anisidine	3	not classifiable	possibly carcinogenic
1-tert-Butoxypropan-2-ol	2B	possibly carcinogenic	not classifiable
N-Nitrosopyrrolidine	2B	possibly carcinogenic	possibly carcinogenic
1,3-Propane sultone	2A	probably carcinogenic	possibly carcinogenic
d-Limonene	3	not classifiable	not classifiable
4-Nitropyrene	2B	possibly carcinogenic	probably carcinogenic
1,2-Diethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Dihydrosafrole	2B	possibly carcinogenic	possibly carcinogenic
Methimazole	3	not classifiable	not classifiable
Special-purpose fibres such as E-glass and '475' glass fibres	2B	possibly carcinogenic	not classifiable
Trimethylolpropane triacrylate, technical grade	2B	possibly carcinogenic	possibly carcinogenic
para-Benzoquinone dioxime	3	not classifiable	not classifiable
HC Yellow No. 4	3	not classifiable	i don't know
Malathion	2A	probably carcinogenic	probably carcinogenic
Tetrafluoroethylene	2A	probably carcinogenic	not classifiable
N-Nitrosomorpholine	2B	possibly carcinogenic	probably carcinogenic
N,N'-Diethylthiourea	3	not classifiable	possibly carcinogenic
Safrole	2B	possibly carcinogenic	possibly carcinogenic
Weapons-grade tungsten (with nickel and cobalt) alloy	2B	possibly carcinogenic	i don't know
Sulfallate	2B	possibly carcinogenic	not classifiable
Methyl tert-butyl ether	2B	possibly carcinogenic	possibly carcinogenic
Methylazoxymethanol acetate	2B	possibly carcinogenic	possibly carcinogenic
Caprolactam	3	not classifiable	not classifiable
Tris(2,3-dibromopropyl) phosphate	2A	probably carcinogenic	probably carcinogenic
Sulfasalazine	2B	possibly carcinogenic	not classifiable
Benzyl violet 4B	2B	possibly carcinogenic	possibly carcinogenic
Lauroyl peroxide	3	not classifiable	not classifiable
3-Nitrobenzanthrone	2B	possibly carcinogenic	probably carcinogenic
Tetrachloroethylene (Perchloroethylene)	2A	probably carcinogenic	probably carcinogenic
2,4-D (2,4-dichlorophenoxyacetic acid) (See also Chlorophenoxy herbicides)	2B	possibly carcinogenic	possibly carcinogenic
9-Nitroanthracene	3	not classifiable	possibly carcinogenic
para-Aminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
2,6-Dichloro-para-phenylenediamine	3	not classifiable	not classifiable
ortho-Phenylenediamine	2B	possibly carcinogenic	not classifiable
Nitrofen (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Acetamide	2B	possibly carcinogenic	possibly carcinogenic
para-Phenylenediamine	3	not classifiable	not classifiable
2,4-Diaminotoluene	2B	possibly carcinogenic	possibly carcinogenic
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)	2A	probably carcinogenic	carcinogenic to humans
Leucogentian violet (see also Gentian violet)	3	not classifiable	possibly carcinogenic
para-Dimethylaminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
ortho-Anisidine hydrochloride (see also ortho-Anisidine)	2A	probably carcinogenic	possibly carcinogenic
Amitrole	3	not classifiable	possibly carcinogenic
3-(N-Nitrosomethylamino)propionitrile	2B	possibly carcinogenic	possibly carcinogenic
Perfluorooctanesulfonic acid (PFOS)	2B	possibly carcinogenic	possibly carcinogenic
3,3′,4,4′-Tetrachloroazobenzene	2A	probably carcinogenic	not classifiable
2-Amino-4-chlorophenol	2B	possibly carcinogenic	not classifiable
Streptozotocin	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
4-Chloro-ortho-phenylenediamine	2B	possibly carcinogenic	possibly carcinogenic
Chlordimeform	3	not classifiable	not classifiable
Aniline hydrochloride (see also Aniline)	2A	probably carcinogenic	not classifiable
Allyl chloride	3	not classifiable	not classifiable
5-Nitroacenaphthene	2B	possibly carcinogenic	carcinogenic to humans
Dibenzo[a,i]pyrene	2B	possibly carcinogenic	carcinogenic to humans
Chloramine	3	not classifiable	i don't know
Dibenzo[a,h]pyrene	2B	possibly carcinogenic	carcinogenic to humans
2-Mercaptobenzothiazole	2A	probably carcinogenic	not classifiable
1,2-Dibromo-3-chloropropane	2B	possibly carcinogenic	probably carcinogenic
2-(1-Aziridinyl)ethanol	3	not classifiable	possibly carcinogenic
Thiourea	3	not classifiable	possibly carcinogenic
2,3-Dibromopropan-1-ol	2B	possibly carcinogenic	possibly carcinogenic
Diisopropyl ether	3	not classifiable	not classifiable
Oxazepam	2B	possibly carcinogenic	not classifiable
1,3-Dichloro-2-propanol	2B	possibly carcinogenic	probably carcinogenic
para-Quinone	3	not classifiable	i don't know
Chlorothalonil	2B	possibly carcinogenic	possibly carcinogenic
Bischloroethyl nitrosourea (BCNU) (Carmustine)	2A	probably carcinogenic	carcinogenic to humans
3-Monochloro-1,2-propanediol	2B	possibly carcinogenic	possibly carcinogenic
n-Propyl carbamate	3	not classifiable	possibly carcinogenic
Indeno[1,2,3-cd]pyrene	2B	possibly carcinogenic	probably carcinogenic
Chloroacetonitrile	3	not classifiable	not classifiable
Cisplatin	2A	probably carcinogenic	carcinogenic to humans
2-Nitrofluorene	2B	possibly carcinogenic	possibly carcinogenic
Succinic anhydride	3	not classifiable	possibly carcinogenic
Carbaryl	3	not classifiable	not classifiable
Niridazole	2B	possibly carcinogenic	possibly carcinogenic
Methyl acrylate	2B	possibly carcinogenic	not classifiable
meta-Phenylenediamine	3	not classifiable	not classifiable
6-Nitrobenzo[a]pyrene	3	not classifiable	probably carcinogenic
Petasitenine	3	not classifiable	i don't know
Dibenzo[a,l]pyrene	2A	probably carcinogenic	carcinogenic to humans
7H-Dibenzo[c,g]carbazole	2B	possibly carcinogenic	possibly carcinogenic
Isoeugenol	2B	possibly carcinogenic	possibly carcinogenic
Sudan Red 7B	3	not classifiable	possibly carcinogenic
2,4-Dichloro-1-nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Indium phosphide	2A	probably carcinogenic	probably carcinogenic
Clofibrate	3	not classifiable	not classifiable
Benzo[c]phenanthrene	2B	possibly carcinogenic	possibly carcinogenic
Resorcinol	3	not classifiable	not classifiable
2,6-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	i don't know
ortho-Aminoazotoluene	2B	possibly carcinogenic	possibly carcinogenic
N,N'-Diacetylbenzidine	2B	possibly carcinogenic	not classifiable
Bis(2-chloro-1-methylethyl)ether	3	not classifiable	possibly carcinogenic
Butyl methacrylate	2B	possibly carcinogenic	not classifiable
Dibenz[a,j]acridine	2A	probably carcinogenic	possibly carcinogenic
ortho-Phenylenediamine dihydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Toluene	3	not classifiable	not classifiable
Benzo[j]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Adriamycin (Doxorubicin)	2A	probably carcinogenic	probably carcinogenic
Benzo[b]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Benz[j]aceanthrylene	2B	possibly carcinogenic	probably carcinogenic
2,4-Diaminoanisole	2B	possibly carcinogenic	possibly carcinogenic
Furfuryl alcohol	2B	possibly carcinogenic	not classifiable
Captafol	2A	probably carcinogenic	not classifiable
Benzo[k]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Digoxin	2B	possibly carcinogenic	not classifiable
Cyclohexanone	3	not classifiable	not classifiable
CI Acid Orange 3	3	not classifiable	not classifiable
N-Methyl-N-nitrosourethane	2B	possibly carcinogenic	probably carcinogenic
Ethyl methanesulfonate	2B	possibly carcinogenic	possibly carcinogenic
Phenol	3	not classifiable	not classifiable
1,2-Dihydroaceanthrylene	3	not classifiable	i don't know
Cumene	2B	possibly carcinogenic	possibly carcinogenic
Teniposide	2A	probably carcinogenic	carcinogenic to humans
Cyclopenta[cd]pyrene	2A	probably carcinogenic	probably carcinogenic
Hydrazine	2A	probably carcinogenic	possibly carcinogenic
Daunomycin (Daunorubicin)	2B	possibly carcinogenic	probably carcinogenic
Thioacetamide	2B	possibly carcinogenic	possibly carcinogenic
Sudan Brown RR	3	not classifiable	i don't know
Chrysene	2B	possibly carcinogenic	possibly carcinogenic
Nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Nitrofurantoin	3	not classifiable	not classifiable
β-Picoline	3	not classifiable	not classifiable
Dichlorvos	2B	possibly carcinogenic	possibly carcinogenic
trans-1,4-Dichlorobutene	3	not classifiable	possibly carcinogenic
4-Chlorobenzotrifluoride	2B	possibly carcinogenic	i don't know
α-Methylstyrene	2B	possibly carcinogenic	not classifiable
Tetrachlorvinphos	2B	possibly carcinogenic	probably carcinogenic
Morpholine	3	not classifiable	not classifiable
Chloral hydrate	2A	probably carcinogenic	possibly carcinogenic
N,N-Dimethyl-p-toluidine	2B	possibly carcinogenic	not classifiable
Bis(2-chloroethyl)ether	3	not classifiable	possibly carcinogenic
Furazolidone	3	not classifiable	possibly carcinogenic
N-Nitrosodi-n-propylamine	2B	possibly carcinogenic	possibly carcinogenic
2-Butoxyethanol	3	not classifiable	not classifiable
Diazinon	2A	probably carcinogenic	probably carcinogenic
Dibenz[c,h]acridine	2B	possibly carcinogenic	probably carcinogenic
Isopropyl alcohol	3	not classifiable	not classifiable
Procarbazine hydrochloride	2A	probably carcinogenic	carcinogenic to humans
Jacobine	3	not classifiable	not classifiable
Naphtho[1,2-b]fluoranthene	3	not classifiable	possibly carcinogenic
Azacitidine	2A	probably carcinogenic	possibly carcinogenic
Trp-P-1 (3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
3,9-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Talc	2A	probably carcinogenic	not classifiable
Fusarium sporotrichioides, toxins derived from (T-2 toxin)	3	not classifiable	not classifiable
Trp-P-2 (3-Amino-1-methyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Tris(aziridinyl)-para-benzoquinone (Triaziquone)	3	not classifiable	probably carcinogenic
Ampicillin	3	not classifiable	not classifiable
Aspartame	2B	possibly carcinogenic	possibly carcinogenic
Dithranol	3	not classifiable	not classifiable
Silicon carbide whiskers	2A	probably carcinogenic	probably carcinogenic
1,1,1,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
Dibenz[a,h]acridine	2B	possibly carcinogenic	probably carcinogenic
Phenoxybenzamine hydrochloride	2B	possibly carcinogenic	i don't know
Thiotepa	1	carcinogenic to humans	carcinogenic to humans
2-Amino-5-nitrothiazole	3	not classifiable	not classifiable
Anthracene	2B	possibly carcinogenic	not classifiable
Fumonisin B1	2B	possibly carcinogenic	possibly carcinogenic
Chlorinated drinking-water	3	not classifiable	not classifiable
N-Nitrosodiethanolamine	2B	possibly carcinogenic	possibly carcinogenic
7-Methylpyrido[3,4-c]psoralen	3	not classifiable	possibly carcinogenic
beta-Butyrolactone	2B	possibly carcinogenic	possibly carcinogenic
Ciclosporin	1	carcinogenic to humans	carcinogenic to humans
Nafenopin	2B	possibly carcinogenic	not classifiable
Zineb	3	not classifiable	not classifiable
Fusarium graminearum, F. culmorum, and F. crookwellense, toxins derived from (zearalenone, deoxynivalenol, nivalenol, and fusarenone X)	3	not classifiable	not classifiable
Disperse Blue 1	2B	possibly carcinogenic	not classifiable
Vinyl chloride-vinyl acetate copolymers	3	not classifiable	not classifiable
N-Nitrosohydroxyproline	3	not classifiable	not classifiable
Arsenobetaine and other organic arsenic compounds that are not metabolized in humans	3	not classifiable	not classifiable
Eugenol	3	not classifiable	not classifiable
Quercetin	3	not classifiable	not classifiable
3,5-Dinitrotoluene	3	not classifiable	possibly carcinogenic
Anthanthrene	3	not classifiable	not classifiable
2,4,6-Trinitrotoluene	3	not classifiable	not classifiable
Glycidaldehyde	2B	possibly carcinogenic	possibly carcinogenic
Formaldehyde	1	carcinogenic to humans	carcinogenic to humans
Bitumens, occupational exposure to oxidized bitumens and their emissions during roofing	2A	probably carcinogenic	probably carcinogenic
2-Aminoanthraquinone	3	not classifiable	possibly carcinogenic
2,2-Bis(bromomethyl)propane-1,3-diol	2B	possibly carcinogenic	possibly carcinogenic
1-Nitropyrene	2A	probably carcinogenic	probably carcinogenic
CI Direct Blue 15	2B	possibly carcinogenic	not classifiable
Sepiolite	3	not classifiable	not classifiable
2,2',5,5'-Tetrachlorobenzidine	3	not classifiable	possibly carcinogenic
Light Green SF	3	not classifiable	not classifiable
Diethyl sulfate	2A	probably carcinogenic	probably carcinogenic
2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	2B	possibly carcinogenic	possibly carcinogenic
Chlorozotocin	2A	probably carcinogenic	probably carcinogenic
Cyclochlorotine	3	not classifiable	not classifiable
2-Methylfluoranthene	3	not classifiable	not classifiable
Dicofol	3	not classifiable	not classifiable
Phosphorus-32, as phosphate	1	carcinogenic to humans	carcinogenic to humans
Polybrominated biphenyls	2A	probably carcinogenic	possibly carcinogenic
Electric fields, extremely low-frequency	3	not classifiable	not classifiable
Etoposide	1	carcinogenic to humans	carcinogenic to humans
Phenelzine sulfate	3	not classifiable	not classifiable
Microcystis extracts	3	not classifiable	i don't know
Ethylenethiourea	3	not classifiable	possibly carcinogenic
5-Methylchrysene	2B	possibly carcinogenic	probably carcinogenic
Triphenylene	3	not classifiable	not classifiable
IQ (2-Amino-3-methylimidazo[4,5-f]quinoline)	2A	probably carcinogenic	probably carcinogenic
Medroxyprogesterone acetate	2B	possibly carcinogenic	possibly carcinogenic
3-Methylchrysene	3	not classifiable	not classifiable
5-Fluorouracil	3	not classifiable	probably carcinogenic
4,4'-Methylenebis(2-chloroaniline) (MOCA)	1	carcinogenic to humans	probably carcinogenic
N-Nitrosomethylethylamine	2B	possibly carcinogenic	probably carcinogenic
Maleic hydrazide	3	not classifiable	not classifiable
Acrylic fibres	3	not classifiable	not classifiable
para-Cresidine	2B	possibly carcinogenic	possibly carcinogenic
Diisopropyl sulfate	2B	possibly carcinogenic	probably carcinogenic
2,5-Diaminotoluene	3	not classifiable	possibly carcinogenic
Di(2-ethylhexyl)phthalate	2B	possibly carcinogenic	possibly carcinogenic
Busulfan	1	carcinogenic to humans	carcinogenic to humans
Spironolactone	3	not classifiable	possibly carcinogenic
1-Naphthylthiourea (ANTU)	3	not classifiable	not classifiable
CI Orange G	3	not classifiable	not classifiable
Methyl methanesulfonate	2A	probably carcinogenic	possibly carcinogenic
Bromodichloromethane	2B	possibly carcinogenic	possibly carcinogenic
Seneciphylline	3	not classifiable	possibly carcinogenic
N,N-Dimethylaniline	3	not classifiable	not classifiable
Human papillomavirus (HPV) types 6 and 11	3	not classifiable	not classifiable
CI Direct Blue 218	2B	possibly carcinogenic	not classifiable
2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	2B	possibly carcinogenic	probably carcinogenic
Trichlorfon	3	not classifiable	not classifiable
Pyrene	3	not classifiable	not classifiable
5-Nitro-ortho-toluidine	3	not classifiable	possibly carcinogenic
N'-Nitrosoanatabine (NAT)	3	not classifiable	possibly carcinogenic
Vinylidene chloride	2B	possibly carcinogenic	not classifiable
N-Methyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Caffeic acid	2B	possibly carcinogenic	possibly carcinogenic
Clomiphene citrate	3	not classifiable	possibly carcinogenic
Apholate	3	not classifiable	i don't know
5-Nitro-ortho-anisidine	3	not classifiable	possibly carcinogenic
Human T-cell lymphotropic virus type II	3	not classifiable	not classifiable
3-Nitrofluoranthene	3	not classifiable	possibly carcinogenic
Lumber and sawmill industries (including logging)	3	not classifiable	carcinogenic to humans
para-Dichlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo[e,l]pyrene	3	not classifiable	probably carcinogenic
Bis(chloromethyl)ether; chloromethyl methyl ether (technical-grade)	1	carcinogenic to humans	carcinogenic to humans
Zalcitabine	2B	possibly carcinogenic	not classifiable
Propham	3	not classifiable	not classifiable
Nodularins	3	not classifiable	possibly carcinogenic
Polyurethane foams	3	not classifiable	i don't know
Insulation glass wool	3	not classifiable	not classifiable
Oestradiol mustard	3	not classifiable	probably carcinogenic
5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)­amino]-2-oxazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Benzo[a]pyrene	1	carcinogenic to humans	carcinogenic to humans
2,5-Xylidine	3	not classifiable	possibly carcinogenic
trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole	2B	possibly carcinogenic	possibly carcinogenic
Diesel fuels, distillate (light)	3	not classifiable	possibly carcinogenic
N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) genus beta (except types 5 and 8) and genus gamma	3	not classifiable	not classifiable
Thorium-232 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Polytetrafluoroethylene	3	not classifiable	not classifiable
Benzo[ghi]fluoranthene	3	not classifiable	possibly carcinogenic
Estazolam	3	not classifiable	not classifiable
Chromium (III) compounds	3	not classifiable	not classifiable
Plutonium	1	carcinogenic to humans	carcinogenic to humans
MeA-alpha-C (2-Amino-3-methyl-9H-pyrido[2,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Anaesthetics, volatile	3	not classifiable	probably carcinogenic
HC Blue No. 1	2B	possibly carcinogenic	not classifiable
CI Acid Orange 20	3	not classifiable	i don't know
Carrageenan, native	3	not classifiable	not classifiable
5-Methoxypsoralen	2A	probably carcinogenic	possibly carcinogenic
Cobalt metal with tungsten carbide	2A	probably carcinogenic	probably carcinogenic
Fuel oils, distillate (light)	3	not classifiable	possibly carcinogenic
HC Blue No. 2	3	not classifiable	not classifiable
Evans blue	3	not classifiable	not classifiable
Electric fields, static	3	not classifiable	not classifiable
Pyrido[3,4-c]psoralen	3	not classifiable	not classifiable
T2-Trichothecene	3	not classifiable	not classifiable
Aristolochic acid	1	carcinogenic to humans	carcinogenic to humans
Chlorobenzilate	3	not classifiable	not classifiable
Calcium carbide production	3	not classifiable	possibly carcinogenic
Aurothioglucose	3	not classifiable	not classifiable
Pronetalol hydrochloride	3	not classifiable	i don't know
Toluene diisocyanates	2B	possibly carcinogenic	possibly carcinogenic
Polyacrylic acid	3	not classifiable	i don't know
Citrinin	3	not classifiable	not classifiable
4-Chloro-meta-phenylenediamine	3	not classifiable	possibly carcinogenic
Welding fumes	1	carcinogenic to humans	carcinogenic to humans
Benzene	1	carcinogenic to humans	carcinogenic to humans
Silica dust, crystalline, in the form of quartz or cristobalite	1	carcinogenic to humans	carcinogenic to humans
Chlorodibromomethane	3	not classifiable	possibly carcinogenic
Zectran	3	not classifiable	not classifiable
Polyethylene	3	not classifiable	not classifiable
N'-Nitrosoanabasine (NAB)	3	not classifiable	possibly carcinogenic
Carbon nanotubes, multiwalled MWCNT-7	2B	possibly carcinogenic	possibly carcinogenic
Fluoranthene	3	not classifiable	not classifiable
Sulfur mustard	1	carcinogenic to humans	carcinogenic to humans
Polystyrene	3	not classifiable	not classifiable
Chloramphenicol	2A	probably carcinogenic	probably carcinogenic
Angelicin plus ultraviolet A radiation	3	not classifiable	probably carcinogenic
Beryllium and beryllium compounds	1	carcinogenic to humans	carcinogenic to humans
2,3,4,7,8-Pentachlorodibenzofuran	1	carcinogenic to humans	not classifiable
Acrylonitrile-butadiene-styrene copolymers	3	not classifiable	not classifiable
Polymethyl methacrylate	3	not classifiable	i don't know
Cadmium and cadmium compounds	1	carcinogenic to humans	carcinogenic to humans
Vinyl acetate	2B	possibly carcinogenic	not classifiable
Chloral	2A	probably carcinogenic	possibly carcinogenic
Atrazine	3	not classifiable	possibly carcinogenic
Lindane (see also Hexachlorocyclohexanes)	1	carcinogenic to humans	carcinogenic to humans
Ptaquiloside	3	not classifiable	possibly carcinogenic
1,4-Diamino-2-nitrobenzene	3	not classifiable	not classifiable
Polypropylene	3	not classifiable	not classifiable
3-Carbethoxypsoralen	3	not classifiable	not classifiable
ortho-Phenylphenol	3	not classifiable	possibly carcinogenic
Isopropyl oils	3	not classifiable	carcinogenic to humans
Trypan blue	2B	possibly carcinogenic	possibly carcinogenic
Hexachloroethane	2B	possibly carcinogenic	possibly carcinogenic
Coal dust	3	not classifiable	not classifiable
Diethanolamine	2B	possibly carcinogenic	possibly carcinogenic
Acrylamide	2A	probably carcinogenic	probably carcinogenic
Dibromoacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Ponceau SX	3	not classifiable	not classifiable
Benzofuran	2B	possibly carcinogenic	possibly carcinogenic
4-Nitrobiphenyl	3	not classifiable	possibly carcinogenic
Acetaldehyde associated with consumption of alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Dibenz[a,h]anthracene	2A	probably carcinogenic	probably carcinogenic
4H-Cyclopenta[def]chrysene	3	not classifiable	probably carcinogenic
Polyvinyl pyrrolidone	3	not classifiable	i don't know
1,1,1-Trichloroethane	2A	probably carcinogenic	not classifiable
Dimethylarsinic acid	2B	possibly carcinogenic	possibly carcinogenic
Lead	2B	possibly carcinogenic	i don't know
4-Amino-2-nitrophenol	3	not classifiable	not classifiable
Sulfafurazole (Sulfisoxazole)	3	not classifiable	possibly carcinogenic
CI Acid Red 114	2B	possibly carcinogenic	not classifiable
Chloroform	2B	possibly carcinogenic	possibly carcinogenic
Ethylene sulfide	3	not classifiable	possibly carcinogenic
13H-Dibenzo[a,g]fluorene	3	not classifiable	not classifiable
N-Ethyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Rhodamine 6G	3	not classifiable	not classifiable
Toremifene	3	not classifiable	possibly carcinogenic
Luteoskyrin	3	not classifiable	not classifiable
6-Mercaptopurine	3	not classifiable	probably carcinogenic
N-Vinyl-2-pyrrolidone	3	not classifiable	possibly carcinogenic
Glycidol	2A	probably carcinogenic	probably carcinogenic
Azaserine	2B	possibly carcinogenic	possibly carcinogenic
Uranium, mixture of isotopes (see Radionuclides, alpha-particle-emitting, internally deposited)	1	carcinogenic to humans	carcinogenic to humans
Furan	2B	possibly carcinogenic	possibly carcinogenic
Isatidine	3	not classifiable	i don't know
2,4'-Diphenyldiamine	3	not classifiable	not classifiable
7-Nitrobenz[a]anthracene	3	not classifiable	possibly carcinogenic
8-Hydroxyquinoline	3	not classifiable	not classifiable
Nitrotoluenes	3	not classifiable	not classifiable
Sudan II	3	not classifiable	not classifiable
Zidovudine (AZT)	2B	possibly carcinogenic	possibly carcinogenic
Styrene-butadiene copolymers	3	not classifiable	not classifiable
Ponceau MX	2B	possibly carcinogenic	not classifiable
2-Amino-4-nitrophenol	3	not classifiable	not classifiable
Radium-226 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Heptachlor	2B	possibly carcinogenic	possibly carcinogenic
Ponceau 3R	2B	possibly carcinogenic	not classifiable
para-Chloroaniline	2B	possibly carcinogenic	possibly carcinogenic
Nickel, metallic	2B	possibly carcinogenic	possibly carcinogenic
1-Bromopropane	2B	possibly carcinogenic	probably carcinogenic
Isosafrole	3	not classifiable	possibly carcinogenic
Arsenic and inorganic arsenic compounds	1	carcinogenic to humans	carcinogenic to humans
Methyl isobutyl ketone	2B	possibly carcinogenic	not classifiable
Cinnamyl anthranilate	3	not classifiable	not classifiable
Trifluralin	3	not classifiable	possibly carcinogenic
Aldicarb	3	not classifiable	not classifiable
Brilliant Blue FCF, disodium salt	3	not classifiable	not classifiable
3,3'-Dimethoxybenzidine-4,4'-diisocyanate	3	not classifiable	possibly carcinogenic
Erionite	1	carcinogenic to humans	carcinogenic to humans
Dibenz[a,c]anthracene	3	not classifiable	not classifiable
Implanted foreign bodies of metallic chromium or titanium and of cobalt-based, chromium-based, and titanium-based alloys, and stainless steel	3	not classifiable	not classifiable
Cimetidine	3	not classifiable	not classifiable
Azathioprine	1	carcinogenic to humans	carcinogenic to humans
Chrysoidine	3	not classifiable	possibly carcinogenic
Dibromoacetonitrile	2B	possibly carcinogenic	possibly carcinogenic
Ochratoxin A	2B	possibly carcinogenic	possibly carcinogenic
Fusarium moniliforme, toxins derived from (fumonisin B1, fumonisin B2, and fusarin C)	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextrin complex	3	not classifiable	i don't know
Dimethyl sulfate	2A	probably carcinogenic	probably carcinogenic
Maneb	3	not classifiable	not classifiable
Mirex	2B	possibly carcinogenic	possibly carcinogenic
Patulin	3	not classifiable	not classifiable
Hexamethylphosphoramide	2B	possibly carcinogenic	possibly carcinogenic
Polyvinyl chloride	3	not classifiable	not classifiable
A-alpha-C (2-Amino-9H-pyrido[2,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Acetaldehyde	2B	possibly carcinogenic	carcinogenic to humans
Aniline (see also Aniline hydrochloride)	2A	probably carcinogenic	not classifiable
Vinyl chloride	1	carcinogenic to humans	carcinogenic to humans
5,6-Cyclopenteno-1,2-benzanthracene	3	not classifiable	not classifiable
Prednisone	3	not classifiable	probably carcinogenic
Diethylstilbestrol	1	carcinogenic to humans	carcinogenic to humans
Coconut oil diethanolamine condensate	2B	possibly carcinogenic	possibly carcinogenic
4-Hydroxyazobenzene	3	not classifiable	not classifiable
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Benzo[b]chrysene	3	not classifiable	probably carcinogenic
Catechol	2B	possibly carcinogenic	not classifiable
Voriconazole	1	carcinogenic to humans	probably carcinogenic
Benzophenone	2B	possibly carcinogenic	possibly carcinogenic
Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)	2B	possibly carcinogenic	possibly carcinogenic
Rosiglitazone	3	not classifiable	probably carcinogenic
1,3-Dinitropyrene	2B	possibly carcinogenic	possibly carcinogenic
gamma-Butyrolactone	3	not classifiable	not classifiable
Symphytine	3	not classifiable	not classifiable
Pentosan polysulfate sodium	2B	possibly carcinogenic	i don't know
Kojic acid	3	not classifiable	not classifiable
Triamterene	2B	possibly carcinogenic	not classifiable
Flat-glass and specialty glass (manufacture of)	3	not classifiable	probably carcinogenic
Hexachlorobutadiene	3	not classifiable	not classifiable
