statement	score	confidence	gemini_2_5_flash
Methylazoxymethanol acetate	2B	possibly carcinogenic	possibly carcinogenic
Welding fumes	1	carcinogenic to humans	carcinogenic to humans
Wood dust	1	carcinogenic to humans	carcinogenic to humans
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Malathion	2A	probably carcinogenic	probably carcinogenic
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Carbon nanotubes, single-walled	3	not classifiable	probably carcinogenic
Metallic implants prepared as thin smooth films	2B	possibly carcinogenic	not classifiable
Dulcin	3	not classifiable	not classifiable
Tris(2,3-dibromopropyl) phosphate	2A	probably carcinogenic	probably carcinogenic
Methylmercury compounds	2B	possibly carcinogenic	possibly carcinogenic
Benzyl violet 4B	2B	possibly carcinogenic	not classifiable
Sulfallate	2B	possibly carcinogenic	not classifiable
Sulfasalazine	2B	possibly carcinogenic	not classifiable
Sudan II	3	not classifiable	not classifiable
Methylglyoxal	3	not classifiable	not classifiable
Eosin	3	not classifiable	not classifiable
Polychlorophenols and their sodium salts (mixed exposures) (see Pentachlorophenol; 2,4,6-Trichlorophenol)	2B	possibly carcinogenic	not classifiable
Tetrachloroethylene (Perchloroethylene)	2A	probably carcinogenic	probably carcinogenic
Pickled vegetables (traditional Asian)	2B	possibly carcinogenic	carcinogenic to humans
para-Aminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
ortho-Phenylenediamine	2B	possibly carcinogenic	not classifiable
3-Nitrobenzanthrone	2B	possibly carcinogenic	probably carcinogenic
Sepiolite	3	not classifiable	not classifiable
Evans blue	3	not classifiable	not classifiable
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)	2A	probably carcinogenic	carcinogenic to humans
Perfluorooctanesulfonic acid (PFOS)	2B	possibly carcinogenic	carcinogenic to humans
para-Dimethylaminoazobenzene	2B	possibly carcinogenic	carcinogenic to humans
Isatidine	3	not classifiable	possibly carcinogenic
2,4-Diaminotoluene	2B	possibly carcinogenic	possibly carcinogenic
Streptozotocin	2B	possibly carcinogenic	possibly carcinogenic
Zectran	3	not classifiable	PARSE_FAIL
Acetamide	2B	possibly carcinogenic	possibly carcinogenic
ortho-Anisidine hydrochloride (see also ortho-Anisidine)	2A	probably carcinogenic	possibly carcinogenic
4-Chloro-ortho-phenylenediamine	2B	possibly carcinogenic	possibly carcinogenic
Polymeric implant prepared as thin smooth films (with the exception of poly-glycolic acid)	2B	possibly carcinogenic	possibly carcinogenic
Printing processes (occupational exposures in)	2B	possibly carcinogenic	carcinogenic to humans
1,5-Naphthalene diisocyanate	3	not classifiable	not classifiable
Nitrofen (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
3,3′,4,4′-Tetrachloroazobenzene	2A	probably carcinogenic	not classifiable
para-Nitrosodiphenylamine	3	not classifiable	not classifiable
3-(N-Nitrosomethylamino)propionitrile	2B	possibly carcinogenic	possibly carcinogenic
2-Amino-4-chlorophenol	2B	possibly carcinogenic	not classifiable
Phenelzine sulfate	3	not classifiable	possibly carcinogenic
HC Blue No. 2	3	not classifiable	not classifiable
Aniline hydrochloride (see also Aniline)	2A	probably carcinogenic	not classifiable
Dibenzo[a,h]pyrene	2B	possibly carcinogenic	carcinogenic to humans
Progestins (see also Progestogen-only contraceptives)	2B	possibly carcinogenic	probably carcinogenic
1,2-Dibromo-3-chloropropane	2B	possibly carcinogenic	carcinogenic to humans
2,2',5,5'-Tetrachlorobenzidine	3	not classifiable	not classifiable
5-Nitroacenaphthene	2B	possibly carcinogenic	carcinogenic to humans
Dibenzo[a,i]pyrene	2B	possibly carcinogenic	carcinogenic to humans
Diazomethane	3	not classifiable	not classifiable
2-Nitropyrene	3	not classifiable	possibly carcinogenic
Progestogen-only contraceptives	2B	possibly carcinogenic	possibly carcinogenic
Oxazepam	2B	possibly carcinogenic	possibly carcinogenic
Talc	2A	probably carcinogenic	not classifiable
Trifluralin	3	not classifiable	possibly carcinogenic
2,3-Dibromopropan-1-ol	2B	possibly carcinogenic	not classifiable
1-Methylchrysene	3	not classifiable	probably carcinogenic
2-Mercaptobenzothiazole	2A	probably carcinogenic	not classifiable
Bischloroethyl nitrosourea (BCNU) (Carmustine)	2A	probably carcinogenic	carcinogenic to humans
Gyromitrin	3	not classifiable	possibly carcinogenic
Indeno[1,2,3-cd]pyrene	2B	possibly carcinogenic	probably carcinogenic
Refractory ceramic fibres	2B	possibly carcinogenic	possibly carcinogenic
Radiofrequency electromagnetic fields	2B	possibly carcinogenic	possibly carcinogenic
Chlorothalonil	2B	possibly carcinogenic	possibly carcinogenic
4-Methylchrysene	3	not classifiable	possibly carcinogenic
Cisplatin	2A	probably carcinogenic	carcinogenic to humans
1,3-Dichloro-2-propanol	2B	possibly carcinogenic	possibly carcinogenic
2,6-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Chromium (III) compounds	3	not classifiable	not classifiable
3-Methylchrysene	3	not classifiable	possibly carcinogenic
2-Nitrofluorene	2B	possibly carcinogenic	possibly carcinogenic
3-Monochloro-1,2-propanediol	2B	possibly carcinogenic	possibly carcinogenic
Special-purpose fibres such as E-glass and '475' glass fibres	2B	possibly carcinogenic	not classifiable
2-Methylchrysene	3	not classifiable	possibly carcinogenic
7H-Dibenzo[c,g]carbazole	2B	possibly carcinogenic	carcinogenic to humans
Dibenzo[a,l]pyrene	2A	probably carcinogenic	carcinogenic to humans
Niridazole	2B	possibly carcinogenic	possibly carcinogenic
Methyl acrylate	2B	possibly carcinogenic	not classifiable
Isoeugenol	2B	possibly carcinogenic	not classifiable
4-Hydroxyazobenzene	3	not classifiable	not classifiable
Benzo[c]phenanthrene	2B	possibly carcinogenic	carcinogenic to humans
2,4-Dichloro-1-nitrobenzene	2B	possibly carcinogenic	not classifiable
Bisphenol A diglycidyl ether (Araldite)	3	not classifiable	not classifiable
Textile manufacturing industry (work in)	2B	possibly carcinogenic	carcinogenic to humans
2-Methylfluoranthene	3	not classifiable	not classifiable
Indium phosphide	2A	probably carcinogenic	probably carcinogenic
Weapons-grade tungsten (with nickel and cobalt) alloy	2B	possibly carcinogenic	not classifiable
1,1,2-Trichloroethane	3	not classifiable	not classifiable
ortho-Aminoazotoluene	2B	possibly carcinogenic	possibly carcinogenic
2,4-Diaminoanisole	2B	possibly carcinogenic	possibly carcinogenic
4-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
N'-Nitrosoanabasine (NAB)	3	not classifiable	probably carcinogenic
Fluorides (inorganic, used in drinking-water)	3	not classifiable	not classifiable
Benz[j]aceanthrylene	2B	possibly carcinogenic	not classifiable
Carmoisine	3	not classifiable	not classifiable
Benzo[j]fluoranthene	2B	possibly carcinogenic	probably carcinogenic
Dibenz[a,j]acridine	2A	probably carcinogenic	possibly carcinogenic
Butyl methacrylate	2B	possibly carcinogenic	not classifiable
6-Methylchrysene	3	not classifiable	possibly carcinogenic
Benzo[b]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
N,N'-Diacetylbenzidine	2B	possibly carcinogenic	not classifiable
ortho-Phenylenediamine dihydrochloride	2B	possibly carcinogenic	possibly carcinogenic
para-Nitroanisole	2B	possibly carcinogenic	not classifiable
Adriamycin (Doxorubicin)	2A	probably carcinogenic	probably carcinogenic
4-Chlorobenzotrifluoride	2B	possibly carcinogenic	not classifiable
Isophosphamide	3	not classifiable	not classifiable
Captafol	2A	probably carcinogenic	possibly carcinogenic
Cyclopenta[cd]pyrene	2A	probably carcinogenic	carcinogenic to humans
3-Methylfluoranthene	3	not classifiable	not classifiable
Digoxin	2B	possibly carcinogenic	not classifiable
Ethylbenzene	2B	possibly carcinogenic	possibly carcinogenic
Coronene	3	not classifiable	not classifiable
N-Methyl-N-nitrosourethane	2B	possibly carcinogenic	carcinogenic to humans
Furfuryl alcohol	2B	possibly carcinogenic	possibly carcinogenic
4-Vinylcyclohexene	2B	possibly carcinogenic	possibly carcinogenic
Benzo[k]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Cumene	2B	possibly carcinogenic	possibly carcinogenic
Ethyl methanesulfonate	2B	possibly carcinogenic	not classifiable
Brilliant Blue FCF, disodium salt	3	not classifiable	not classifiable
Benzo[ghi]perylene	3	not classifiable	not classifiable
1,2,3-Tris(chloromethoxy)propane	3	not classifiable	carcinogenic to humans
Acrylic acid	3	not classifiable	not classifiable
Daunomycin (Daunorubicin)	2B	possibly carcinogenic	probably carcinogenic
N-Nitrosopiperidine	2B	possibly carcinogenic	probably carcinogenic
Dichlorvos	2B	possibly carcinogenic	possibly carcinogenic
Nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
α-Methylstyrene	2B	possibly carcinogenic	not classifiable
Teniposide	2A	probably carcinogenic	carcinogenic to humans
Hydrazine	2A	probably carcinogenic	possibly carcinogenic
Anthanthrene	3	not classifiable	not classifiable
Chrysene	2B	possibly carcinogenic	possibly carcinogenic
Thioacetamide	2B	possibly carcinogenic	possibly carcinogenic
Atrazine	3	not classifiable	not classifiable
4,5',8-Trimethylpsoralen	3	not classifiable	carcinogenic to humans
Sterigmatocystin	2B	possibly carcinogenic	possibly carcinogenic
Chloral hydrate	2A	probably carcinogenic	not classifiable
Michler’s base [4,4´-methylenebis(N,N-dimethyl)­benzenamine]	2B	possibly carcinogenic	probably carcinogenic
4,5'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	probably carcinogenic
Tetrachlorvinphos	2B	possibly carcinogenic	possibly carcinogenic
Azacitidine	2A	probably carcinogenic	possibly carcinogenic
N-Nitrosodi-n-propylamine	2B	possibly carcinogenic	possibly carcinogenic
Diazinon	2A	probably carcinogenic	probably carcinogenic
Picloram	3	not classifiable	not classifiable
4,4'-Methylenedianiline	2B	possibly carcinogenic	probably carcinogenic
N,N-Dimethyl-p-toluidine	2B	possibly carcinogenic	not classifiable
Dibenz[c,h]acridine	2B	possibly carcinogenic	possibly carcinogenic
Doxefazepam	3	not classifiable	not classifiable
Ethylene sulfide	3	not classifiable	not classifiable
Dibenzo[h,rst]pentaphene	3	not classifiable	carcinogenic to humans
3,9-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Trp-P-1 (3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Diaminodiphenyl ether	2B	possibly carcinogenic	not classifiable
Fusarium graminearum, F. culmorum, and F. crookwellense, toxins derived from (zearalenone, deoxynivalenol, nivalenol, and fusarenone X)	3	not classifiable	not classifiable
Fusarium sporotrichioides, toxins derived from (T-2 toxin)	3	not classifiable	possibly carcinogenic
Dibenzo[e,l]pyrene	3	not classifiable	carcinogenic to humans
Trp-P-2 (3-Amino-1-methyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Diazepam	3	not classifiable	not classifiable
Dibenz[a,h]acridine	2B	possibly carcinogenic	probably carcinogenic
Microcystis extracts	3	not classifiable	possibly carcinogenic
Diglycidyl resorcinol ether	2B	possibly carcinogenic	probably carcinogenic
Phenoxybenzamine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Procarbazine hydrochloride	2A	probably carcinogenic	carcinogenic to humans
Ponceau SX	3	not classifiable	not classifiable
Microcystin-LR	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo[a,e]pyrene	3	not classifiable	carcinogenic to humans
Silicon carbide whiskers	2A	probably carcinogenic	probably carcinogenic
Dihydroxymethylfuratrizine (see also Panfuran S)	3	not classifiable	carcinogenic to humans
Aspartame	2B	possibly carcinogenic	possibly carcinogenic
2-Ethylhexyl acrylate	2B	possibly carcinogenic	not classifiable
5-Aminoacenaphthene	3	not classifiable	not classifiable
1,1,1,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
Opisthorchis felineus (infection with)	3	not classifiable	carcinogenic to humans
Benzo[e]pyrene	3	not classifiable	not classifiable
5-Methoxypsoralen	2A	probably carcinogenic	probably carcinogenic
Human papillomavirus (HPV) genus beta (except types 5 and 8) and genus gamma	3	not classifiable	not classifiable
Perfluorooctanoic acid (PFOA)	1	carcinogenic to humans	carcinogenic to humans
ortho-Phenylphenol	3	not classifiable	possibly carcinogenic
Aurothioglucose	3	not classifiable	not classifiable
Insulation glass wool	3	not classifiable	not classifiable
Methyl methacrylate	3	not classifiable	not classifiable
Hexamethylphosphoramide	2B	possibly carcinogenic	probably carcinogenic
Polyvinyl alcohol	3	not classifiable	not classifiable
Vinylidene chloride-vinyl chloride copolymers	3	not classifiable	not classifiable
Magenta	2B	possibly carcinogenic	not classifiable
5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)­amino]-2-oxazolidinone	2B	possibly carcinogenic	not classifiable
Ethionamide	3	not classifiable	not classifiable
Human T-cell lymphotropic virus type II	3	not classifiable	not classifiable
Leather tanning and processing	3	not classifiable	carcinogenic to humans
2-(1-Aziridinyl)ethanol	3	not classifiable	not classifiable
Chlorinated drinking-water	3	not classifiable	not classifiable
Apholate	3	not classifiable	not classifiable
N'-Nitrosoanatabine (NAT)	3	not classifiable	not classifiable
Polymethylene polyphenyl isocyanate	3	not classifiable	not classifiable
Pentosan polysulfate sodium	2B	possibly carcinogenic	not classifiable
Vinyl chloride-vinyl acetate copolymers	3	not classifiable	not classifiable
Allyl chloride	3	not classifiable	possibly carcinogenic
Furosemide (Frusemide)	3	not classifiable	not classifiable
Yellow OB	3	not classifiable	probably carcinogenic
HC Blue No. 1	2B	possibly carcinogenic	not classifiable
Acrylamide	2A	probably carcinogenic	probably carcinogenic
Radium-224 and its decay products	1	carcinogenic to humans	carcinogenic to humans
6-Nitrochrysene	2A	probably carcinogenic	probably carcinogenic
1,4-Diamino-2-nitrobenzene	3	not classifiable	not classifiable
Hycanthone mesylate	3	not classifiable	possibly carcinogenic
Bis(chloromethyl)ether; chloromethyl methyl ether (technical-grade)	1	carcinogenic to humans	carcinogenic to humans
Acetaldehyde	2B	possibly carcinogenic	possibly carcinogenic
Pronetalol hydrochloride	3	not classifiable	not classifiable
Coal dust	3	not classifiable	not classifiable
Polytetrafluoroethylene	3	not classifiable	not classifiable
Diphenylamine	2B	possibly carcinogenic	PARSE_FAIL
Coal-tar distillation	1	carcinogenic to humans	carcinogenic to humans
AF-2 [2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide]	2B	possibly carcinogenic	carcinogenic to humans
Arsenic and inorganic arsenic compounds	1	carcinogenic to humans	carcinogenic to humans
Cobalt metal (without tungsten carbide or other metal alloys)	2A	probably carcinogenic	possibly carcinogenic
1,2-Dimethylhydrazine	2A	probably carcinogenic	possibly carcinogenic
Ochratoxin A	2B	possibly carcinogenic	possibly carcinogenic
Jacobine	3	not classifiable	possibly carcinogenic
Polyvinyl chloride	3	not classifiable	not classifiable
5,6-Cyclopenteno-1,2-benzanthracene	3	not classifiable	probably carcinogenic
para-Phenylenediamine	3	not classifiable	not classifiable
N-Vinyl-2-pyrrolidone	3	not classifiable	not classifiable
Propham	3	not classifiable	not classifiable
Endrin	3	not classifiable	not classifiable
Beryllium and beryllium compounds	1	carcinogenic to humans	carcinogenic to humans
Bleomycins	2B	possibly carcinogenic	probably carcinogenic
2-Amino-5-nitrothiazole	3	not classifiable	not classifiable
para-Cresidine	2B	possibly carcinogenic	possibly carcinogenic
Vat Yellow 4	3	not classifiable	not classifiable
Penicillic acid	3	not classifiable	not classifiable
Implanted foreign bodies of metallic chromium or titanium and of cobalt-based, chromium-based, and titanium-based alloys, and stainless steel	3	not classifiable	not classifiable
Methyl isobutyl ketone	2B	possibly carcinogenic	not classifiable
Dapsone	3	not classifiable	not classifiable
Naphtho[1,2-b]fluoranthene	3	not classifiable	carcinogenic to humans
Busulfan	1	carcinogenic to humans	carcinogenic to humans
Zalcitabine	2B	possibly carcinogenic	not classifiable
1,2-Dichloropropane	1	carcinogenic to humans	possibly carcinogenic
N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	1	carcinogenic to humans	carcinogenic to humans
Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
6-Nitrobenzo[a]pyrene	3	not classifiable	possibly carcinogenic
Maneb	3	not classifiable	not classifiable
Naphtho[2,3-e]pyrene	3	not classifiable	not classifiable
N-Nitrosodiethylamine	2A	probably carcinogenic	probably carcinogenic
Polyvinyl pyrrolidone	3	not classifiable	not classifiable
Ethyl tert-butyl ether	2B	possibly carcinogenic	not classifiable
Phenacetin	1	carcinogenic to humans	carcinogenic to humans
Butylated hydroxyanisole (BHA)	2B	possibly carcinogenic	possibly carcinogenic
Ethanol in alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Perylene	3	not classifiable	not classifiable
Fusarium moniliforme, toxins derived from (fumonisin B1, fumonisin B2, and fusarin C)	2B	possibly carcinogenic	possibly carcinogenic
Chloroquine	3	not classifiable	not classifiable
Didanosine	3	not classifiable	not classifiable
Oestradiol mustard	3	not classifiable	not classifiable
Piperonyl butoxide	3	not classifiable	not classifiable
2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	2B	possibly carcinogenic	carcinogenic to humans
CI Acid Orange 20	3	not classifiable	not classifiable
Bisulfites	3	not classifiable	not classifiable
Hypochlorite salts	3	not classifiable	not classifiable
PhIP (2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine)	2B	possibly carcinogenic	possibly carcinogenic
N,N-Dimethylformamide	2A	probably carcinogenic	possibly carcinogenic
trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole	2B	possibly carcinogenic	not classifiable
1,2-Diphenylhydrazine	2B	possibly carcinogenic	not classifiable
Methylene blue	3	not classifiable	not classifiable
Aniline (see also Aniline hydrochloride)	2A	probably carcinogenic	not classifiable
Phenylbutazone	3	not classifiable	possibly carcinogenic
Glycidaldehyde	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 6 and 11	3	not classifiable	not classifiable
Hydrochlorothiazide	1	carcinogenic to humans	possibly carcinogenic
Hydroxyurea	3	not classifiable	not classifiable
Caffeic acid	2B	possibly carcinogenic	not classifiable
Benzophenone	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosomethylethylamine	2B	possibly carcinogenic	possibly carcinogenic
Uracil mustard	2B	possibly carcinogenic	carcinogenic to humans
Fluoranthene	3	not classifiable	not classifiable
Tris(aziridinyl)-para-benzoquinone (Triaziquone)	3	not classifiable	probably carcinogenic
Diethyl sulfate	2A	probably carcinogenic	carcinogenic to humans
Methyl methanesulfonate	2A	probably carcinogenic	not classifiable
Tetrahydrofuran	2B	possibly carcinogenic	not classifiable
1-Bromopropane	2B	possibly carcinogenic	probably carcinogenic
Reserpine	3	not classifiable	possibly carcinogenic
1,3-Dinitropyrene	2B	possibly carcinogenic	possibly carcinogenic
N-Ethyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Phosphorus-32, as phosphate	1	carcinogenic to humans	carcinogenic to humans
Diethylstilbestrol	1	carcinogenic to humans	carcinogenic to humans
Chlordimeform	3	not classifiable	not classifiable
Vinyl fluoride	2A	probably carcinogenic	not classifiable
Palygorskite (Attapulgite)(short fibres, < 5 micrometres)	3	not classifiable	probably carcinogenic
Dibenz[a,h]anthracene	2A	probably carcinogenic	carcinogenic to humans
Vinyl chloride	1	carcinogenic to humans	carcinogenic to humans
Rosiglitazone	3	not classifiable	not classifiable
1,2-Dihydroaceanthrylene	3	not classifiable	not classifiable
Polybrominated biphenyls	2A	probably carcinogenic	possibly carcinogenic
Bitumens, occupational exposure to oxidized bitumens and their emissions during roofing	2A	probably carcinogenic	probably carcinogenic
Radium-228 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Polypropylene	3	not classifiable	not classifiable
Hexachlorophene	3	not classifiable	not classifiable
Vitamin K substances	3	not classifiable	not classifiable
Isopropyl alcohol	3	not classifiable	not classifiable
Creosotes	2A	probably carcinogenic	probably carcinogenic
Di(2-ethylhexyl)phthalate	2B	possibly carcinogenic	possibly carcinogenic
trans-1,4-Dichlorobutene	3	not classifiable	not classifiable
Dimethylarsinic acid	2B	possibly carcinogenic	possibly carcinogenic
7-Nitrobenz[a]anthracene	3	not classifiable	probably carcinogenic
Monocrotaline	2B	possibly carcinogenic	not classifiable
Benzo[g]chrysene	3	not classifiable	not classifiable
CI Direct Blue 218	2B	possibly carcinogenic	not classifiable
Butylated hydroxytoluene (BHT)	3	not classifiable	not classifiable
Trypan blue	2B	possibly carcinogenic	possibly carcinogenic
Dimethylcarbamoyl chloride	2A	probably carcinogenic	carcinogenic to humans
Toluene	3	not classifiable	not classifiable
Benzofuran	2B	possibly carcinogenic	possibly carcinogenic
Mitoxantrone	2B	possibly carcinogenic	probably carcinogenic
Kojic acid	3	not classifiable	not classifiable
2-Bromopropane	2A	probably carcinogenic	carcinogenic to humans
Dieldrin, and aldrin metabolized to dieldrin	2A	probably carcinogenic	possibly carcinogenic
Actinomycin D	3	not classifiable	possibly carcinogenic
Bis(2-chloroethyl)ether	3	not classifiable	possibly carcinogenic
Polyvinyl acetate	3	not classifiable	not classifiable
Thiourea	3	not classifiable	possibly carcinogenic
Sulfafurazole (Sulfisoxazole)	3	not classifiable	not classifiable
2,3,7,8-Tetrachlorodibenzo-para-dioxin	1	carcinogenic to humans	carcinogenic to humans
1-Naphthylthiourea (ANTU)	3	not classifiable	not classifiable
1,6-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
Silicon carbide, fibrous	2B	possibly carcinogenic	probably carcinogenic
para-Chloroaniline	2B	possibly carcinogenic	not classifiable
Trichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Diethanolamine	2B	possibly carcinogenic	possibly carcinogenic
Triamterene	2B	possibly carcinogenic	not classifiable
Citrus Red No. 2	2B	possibly carcinogenic	possibly carcinogenic
Acrylonitrile-butadiene-styrene copolymers	3	not classifiable	not classifiable
2,2-Bis(bromomethyl)propane-1,3-diol	2B	possibly carcinogenic	probably carcinogenic
Trichloroethylene	1	carcinogenic to humans	carcinogenic to humans
6-Mercaptopurine	3	not classifiable	carcinogenic to humans
Toluene diisocyanates	2B	possibly carcinogenic	possibly carcinogenic
Chromium (VI) compounds	1	carcinogenic to humans	carcinogenic to humans
Polyacrylic acid	3	not classifiable	PARSE_FAIL
Pyridine	2B	possibly carcinogenic	not classifiable
Plutonium	1	carcinogenic to humans	carcinogenic to humans
Simazine	3	not classifiable	possibly carcinogenic
Tacrolimus	1	carcinogenic to humans	probably carcinogenic
Dicofol	3	not classifiable	not classifiable
Jet fuel	3	not classifiable	not classifiable
5-Fluorouracil	3	not classifiable	not classifiable
2,4,6-Trinitrotoluene	3	not classifiable	not classifiable
Treosulfan	1	carcinogenic to humans	carcinogenic to humans
Coal-tar pitch	1	carcinogenic to humans	carcinogenic to humans
Ceramic implants	3	not classifiable	not classifiable
Polychloroprene	3	not classifiable	not classifiable
2-Nitrotoluene	2A	probably carcinogenic	possibly carcinogenic
1-Nitropyrene	2A	probably carcinogenic	probably carcinogenic
1-Nitronaphthalene	3	not classifiable	not classifiable
2-Butoxyethanol	3	not classifiable	not classifiable
Sudan Brown RR	3	not classifiable	not classifiable
Isopropyl oils	3	not classifiable	carcinogenic to humans
Hexachlorobutadiene	3	not classifiable	probably carcinogenic
Aflatoxins	1	carcinogenic to humans	carcinogenic to humans
Etoposide	1	carcinogenic to humans	carcinogenic to humans
Nafenopin	2B	possibly carcinogenic	not classifiable
Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodiethanolamine	2B	possibly carcinogenic	possibly carcinogenic
Amitrole	3	not classifiable	not classifiable
Cadmium and cadmium compounds	1	carcinogenic to humans	carcinogenic to humans
Potassium bromate	2B	possibly carcinogenic	possibly carcinogenic
Chlorodibromomethane	3	not classifiable	possibly carcinogenic
Furazolidone	3	not classifiable	possibly carcinogenic
3-Nitrofluoranthene	3	not classifiable	possibly carcinogenic
Calcium carbide production	3	not classifiable	not classifiable
Heptachlor	2B	possibly carcinogenic	possibly carcinogenic
Radon-222 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Madder root (Rubia tinctorum)	3	not classifiable	possibly carcinogenic
Furan	2B	possibly carcinogenic	possibly carcinogenic
Prednisone	3	not classifiable	not classifiable
Aristolochic acid	1	carcinogenic to humans	carcinogenic to humans
4-Chloro-meta-phenylenediamine	3	not classifiable	possibly carcinogenic
DDT (4,4'-dichlorodiphenyltrichloroethane)	2A	probably carcinogenic	probably carcinogenic
5-Methylchrysene	2B	possibly carcinogenic	carcinogenic to humans
Uranium, mixture of isotopes (see Radionuclides, alpha-particle-emitting, internally deposited)	1	carcinogenic to humans	carcinogenic to humans
Mineral oils, highly-refined	3	not classifiable	not classifiable
Cyclophosphamide	1	carcinogenic to humans	carcinogenic to humans
Dibenzo[a,e]fluoranthene	3	not classifiable	probably carcinogenic
Nodularins	3	not classifiable	probably carcinogenic
Hydroquinone	3	not classifiable	not classifiable
Ciclosporin	1	carcinogenic to humans	carcinogenic to humans
Polymethyl methacrylate	3	not classifiable	not classifiable
Ptaquiloside	3	not classifiable	possibly carcinogenic
Deltamethrin	3	not classifiable	not classifiable
Vinyl acetate	2B	possibly carcinogenic	not classifiable
1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU) (Semustine)	1	carcinogenic to humans	carcinogenic to humans
Dimethyl sulfate	2A	probably carcinogenic	carcinogenic to humans
Catechol	2B	possibly carcinogenic	not classifiable
2,6-Dichloro-para-phenylenediamine	3	not classifiable	not classifiable
Succinic anhydride	3	not classifiable	not classifiable
3,5-Dinitrotoluene	3	not classifiable	not classifiable
Seneciphylline	3	not classifiable	possibly carcinogenic
2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	2B	possibly carcinogenic	possibly carcinogenic
Melphalan	1	carcinogenic to humans	carcinogenic to humans
Tris(2-chloroethyl) phosphate	3	not classifiable	possibly carcinogenic
Leucogentian violet (see also Gentian violet)	3	not classifiable	not classifiable
Citrinin	3	not classifiable	not classifiable
Maleic hydrazide	3	not classifiable	not classifiable
Ampicillin	3	not classifiable	not classifiable
3-Chloronitrobenzene	3	not classifiable	not classifiable
Dibenz[a,j]anthracene	3	not classifiable	probably carcinogenic
4,4'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	not classifiable
Etoposide in combination with cisplatin and bleomycin	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodimethylamine	2A	probably carcinogenic	probably carcinogenic
3,3’,4,4’,5-Pentachlorobiphenyl (PCB-126)	1	carcinogenic to humans	carcinogenic to humans
Oxyphenbutazone	3	not classifiable	not classifiable
9-Nitroanthracene	3	not classifiable	not classifiable
Methoxychlor	3	not classifiable	possibly carcinogenic
Anaesthetics, volatile	3	not classifiable	not classifiable
Diallate	3	not classifiable	not classifiable
Radium-226 and its decay products	1	carcinogenic to humans	carcinogenic to humans
2-Amino-5-nitrophenol	3	not classifiable	not classifiable
Lead compounds, organic	3	not classifiable	not classifiable
Vinyl bromide	2A	probably carcinogenic	probably carcinogenic
Disperse Blue 1	2B	possibly carcinogenic	possibly carcinogenic
Metabisulfites	3	not classifiable	not classifiable
Dental materials	3	not classifiable	not classifiable
Diesel fuels, distillate (light)	3	not classifiable	carcinogenic to humans
