statement	score	confidence	gemini_2_5_flash
Ultraviolet-emitting tanning devices (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
3-(N-Nitrosomethylamino)propionaldehyde	3	not classifiable	not classifiable
1-tert-Butoxypropan-2-ol	2B	possibly carcinogenic	not classifiable
Pyrido[3,4-c]psoralen	3	not classifiable	not classifiable
1,3-Propane sultone	2A	probably carcinogenic	probably carcinogenic
4-Nitropyrene	2B	possibly carcinogenic	probably carcinogenic
N-Nitrosodiphenylamine	3	not classifiable	not classifiable
d-Limonene	3	not classifiable	not classifiable
para-Benzoquinone dioxime	3	not classifiable	possibly carcinogenic
Hycanthone mesylate	3	not classifiable	possibly carcinogenic
para-Aminobenzoic acid	3	not classifiable	not classifiable
7-Methylpyrido[3,4-c]psoralen	3	not classifiable	possibly carcinogenic
Magnetic fields, extremely low-frequency	2B	possibly carcinogenic	possibly carcinogenic
Pickled vegetables (traditional Asian)	2B	possibly carcinogenic	probably carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
Methylmercury compounds	2B	possibly carcinogenic	possibly carcinogenic
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Printing processes (occupational exposures in)	2B	possibly carcinogenic	carcinogenic to humans
Polychlorophenols and their sodium salts (mixed exposures) (see Pentachlorophenol; 2,4,6-Trichlorophenol)	2B	possibly carcinogenic	possibly carcinogenic
Metallic implants prepared as thin smooth films	2B	possibly carcinogenic	possibly carcinogenic
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	not classifiable
Rugulosin	3	not classifiable	PARSE_FAIL
Progestogen-only contraceptives	2B	possibly carcinogenic	possibly carcinogenic
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	possibly carcinogenic
Radiofrequency electromagnetic fields	2B	possibly carcinogenic	possibly carcinogenic
Benzo[b]fluorene	3	not classifiable	possibly carcinogenic
CI Pigment Red 3	3	not classifiable	not classifiable
Progestins (see also Progestogen-only contraceptives)	2B	possibly carcinogenic	carcinogenic to humans
Polymeric implant prepared as thin smooth films (with the exception of poly-glycolic acid)	2B	possibly carcinogenic	possibly carcinogenic
para-Aramid fibrils	3	not classifiable	possibly carcinogenic
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
Refractory ceramic fibres	2B	possibly carcinogenic	possibly carcinogenic
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Textile manufacturing industry (work in)	2B	possibly carcinogenic	carcinogenic to humans
Vinyl toluene	3	not classifiable	not classifiable
Special-purpose fibres such as E-glass and '475' glass fibres	2B	possibly carcinogenic	not classifiable
Ripazepam	3	not classifiable	PARSE_FAIL
para-Nitroanisole	2B	possibly carcinogenic	not classifiable
11-Aminoundecanoic acid	3	not classifiable	PARSE_FAIL
Ethylbenzene	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosopiperidine	2B	possibly carcinogenic	probably carcinogenic
Weapons-grade tungsten (with nickel and cobalt) alloy	2B	possibly carcinogenic	not classifiable
4-Vinylcyclohexene	2B	possibly carcinogenic	possibly carcinogenic
Gemfibrozil	3	not classifiable	not classifiable
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
Hydroxysenkirkine	3	not classifiable	possibly carcinogenic
Nylon 6	3	not classifiable	not classifiable
Sterigmatocystin	2B	possibly carcinogenic	possibly carcinogenic
4-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
Dibenzo-para-dioxin	3	not classifiable	PARSE_FAIL
4,4'-Methylenedianiline	2B	possibly carcinogenic	possibly carcinogenic
Prednimustine	3	not classifiable	carcinogenic to humans
Disperse Yellow 3	3	not classifiable	not classifiable
HC Red No. 3	3	not classifiable	not classifiable
Diglycidyl resorcinol ether	2B	possibly carcinogenic	possibly carcinogenic
Microcystin-LR	2B	possibly carcinogenic	possibly carcinogenic
Agaritine	3	not classifiable	not classifiable
Michler’s base [4,4´-methylenebis(N,N-dimethyl)­benzenamine]	2B	possibly carcinogenic	possibly carcinogenic
Sunset Yellow FCF	3	not classifiable	not classifiable
4,4'-Diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
PhIP (2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine)	2B	possibly carcinogenic	possibly carcinogenic
Prazepam	3	not classifiable	not classifiable
2-Ethylhexyl acrylate	2B	possibly carcinogenic	not classifiable
Allyl isovalerate	3	not classifiable	PARSE_FAIL
N-Nitrosofolic acid	3	not classifiable	possibly carcinogenic
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Opisthorchis viverrini (infection with)	1	carcinogenic to humans	carcinogenic to humans
Methyl parathion	3	not classifiable	possibly carcinogenic
Schistosoma haematobium (infection with)	1	carcinogenic to humans	carcinogenic to humans
Estazolam	3	not classifiable	not classifiable
N-Nitrosomethylethylamine	2B	possibly carcinogenic	probably carcinogenic
3,7-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Acheson process, occupational exposure associated with	1	carcinogenic to humans	carcinogenic to humans
Malathion	2A	probably carcinogenic	probably carcinogenic
para-Dichlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosomorpholine	2B	possibly carcinogenic	probably carcinogenic
Dichloroacetonitrile	3	not classifiable	possibly carcinogenic
1,2-Diethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
para-Chloroaniline	2B	possibly carcinogenic	possibly carcinogenic
Tetrafluoroethylene	2A	probably carcinogenic	not classifiable
Methylazoxymethanol acetate	2B	possibly carcinogenic	probably carcinogenic
Caprolactam	3	not classifiable	probably not carcinogenic
N,N'-Diethylthiourea	3	not classifiable	possibly carcinogenic
Tris(2,3-dibromopropyl) phosphate	2A	probably carcinogenic	probably carcinogenic
Benzyl violet 4B	2B	possibly carcinogenic	possibly carcinogenic
Sulfasalazine	2B	possibly carcinogenic	not classifiable
N-Nitrosohydroxyproline	3	not classifiable	not classifiable
Methyl tert-butyl ether	2B	possibly carcinogenic	possibly carcinogenic
3-Nitrobenzanthrone	2B	possibly carcinogenic	probably carcinogenic
Tetrachloroethylene (Perchloroethylene)	2A	probably carcinogenic	probably carcinogenic
para-Aminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
para-Phenylenediamine	3	not classifiable	not classifiable
para-Dimethylaminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
Perfluorooctanesulfonic acid (PFOS)	2B	possibly carcinogenic	possibly carcinogenic
Lauroyl peroxide	3	not classifiable	possibly carcinogenic
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)	2A	probably carcinogenic	carcinogenic to humans
Nitrofen (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Acetamide	2B	possibly carcinogenic	possibly carcinogenic
Streptozotocin	2B	possibly carcinogenic	probably carcinogenic
Dibenzo[a,i]pyrene	2B	possibly carcinogenic	probably carcinogenic
ortho-Anisidine hydrochloride (see also ortho-Anisidine)	2A	probably carcinogenic	possibly carcinogenic
Chloramine	3	not classifiable	PARSE_FAIL
para-Quinone	3	not classifiable	not classifiable
3,3′,4,4′-Tetrachloroazobenzene	2A	probably carcinogenic	possibly carcinogenic
3-(N-Nitrosomethylamino)propionitrile	2B	possibly carcinogenic	possibly carcinogenic
Allyl chloride	3	not classifiable	possibly carcinogenic
Oxazepam	2B	possibly carcinogenic	possibly carcinogenic
Aniline hydrochloride (see also Aniline)	2A	probably carcinogenic	not classifiable
5-Nitroacenaphthene	2B	possibly carcinogenic	probably carcinogenic
Dibenzo[a,h]pyrene	2B	possibly carcinogenic	carcinogenic to humans
Chlorothalonil	2B	possibly carcinogenic	probably carcinogenic
Chloroacetonitrile	3	not classifiable	possibly carcinogenic
Indeno[1,2,3-cd]pyrene	2B	possibly carcinogenic	probably carcinogenic
2,6-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Bischloroethyl nitrosourea (BCNU) (Carmustine)	2A	probably carcinogenic	carcinogenic to humans
2-Nitrofluorene	2B	possibly carcinogenic	probably carcinogenic
Cisplatin	2A	probably carcinogenic	carcinogenic to humans
Talc	2A	probably carcinogenic	not classifiable
2-(1-Aziridinyl)ethanol	3	not classifiable	PARSE_FAIL
7H-Dibenzo[c,g]carbazole	2B	possibly carcinogenic	probably carcinogenic
Diisopropyl ether	3	not classifiable	PARSE_FAIL
Dibenzo[a,l]pyrene	2A	probably carcinogenic	carcinogenic to humans
meta-Phenylenediamine	3	not classifiable	not classifiable
Niridazole	2B	possibly carcinogenic	possibly carcinogenic
Succinic anhydride	3	not classifiable	possibly carcinogenic
2-Mercaptobenzothiazole	2A	probably carcinogenic	possibly carcinogenic
Resorcinol	3	not classifiable	not classifiable
Indium phosphide	2A	probably carcinogenic	probably carcinogenic
Benzo[c]phenanthrene	2B	possibly carcinogenic	possibly carcinogenic
Benz[j]aceanthrylene	2B	possibly carcinogenic	possibly carcinogenic
Dibenz[a,j]acridine	2A	probably carcinogenic	probably carcinogenic
Benzo[j]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Toluene	3	not classifiable	not classifiable
Bis(2-chloro-1-methylethyl)ether	3	not classifiable	possibly carcinogenic
N,N'-Diacetylbenzidine	2B	possibly carcinogenic	possibly carcinogenic
Benzo[b]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
ortho-Phenylenediamine dihydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Captafol	2A	probably carcinogenic	possibly carcinogenic
2,4-Diaminoanisole	2B	possibly carcinogenic	possibly carcinogenic
2,4-Dichloro-1-nitrobenzene	2B	possibly carcinogenic	not classifiable
Cyclohexanone	3	not classifiable	not classifiable
Adriamycin (Doxorubicin)	2A	probably carcinogenic	probably carcinogenic
Benzo[k]fluoranthene	2B	possibly carcinogenic	probably carcinogenic
Phenol	3	not classifiable	not classifiable
Ethyl methanesulfonate	2B	possibly carcinogenic	possibly carcinogenic
Cyclopenta[cd]pyrene	2A	probably carcinogenic	probably carcinogenic
Thioacetamide	2B	possibly carcinogenic	possibly carcinogenic
Digoxin	2B	possibly carcinogenic	not classifiable
N-Methyl-N-nitrosourethane	2B	possibly carcinogenic	probably carcinogenic
trans-1,4-Dichlorobutene	3	not classifiable	possibly carcinogenic
Daunomycin (Daunorubicin)	2B	possibly carcinogenic	probably carcinogenic
Chrysene	2B	possibly carcinogenic	probably carcinogenic
Teniposide	2A	probably carcinogenic	carcinogenic to humans
Hydrazine	2A	probably carcinogenic	probably carcinogenic
Chloral hydrate	2A	probably carcinogenic	probably carcinogenic
N-Nitrosodi-n-propylamine	2B	possibly carcinogenic	possibly carcinogenic
Dichlorvos	2B	possibly carcinogenic	possibly carcinogenic
Tetrachlorvinphos	2B	possibly carcinogenic	possibly carcinogenic
Azacitidine	2A	probably carcinogenic	possibly carcinogenic
Bis(2-chloroethyl)ether	3	not classifiable	possibly carcinogenic
β-Picoline	3	not classifiable	PARSE_FAIL
Diazinon	2A	probably carcinogenic	probably carcinogenic
Dibenz[c,h]acridine	2B	possibly carcinogenic	probably carcinogenic
Morpholine	3	not classifiable	not classifiable
Trp-P-2 (3-Amino-1-methyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
2-Butoxyethanol	3	not classifiable	not classifiable
Trp-P-1 (3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Dibenz[a,h]acridine	2B	possibly carcinogenic	possibly carcinogenic
3,9-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Naphtho[1,2-b]fluoranthene	3	not classifiable	not classifiable
Dithranol	3	not classifiable	not classifiable
Procarbazine hydrochloride	2A	probably carcinogenic	carcinogenic to humans
Silicon carbide whiskers	2A	probably carcinogenic	probably carcinogenic
Aspartame	2B	possibly carcinogenic	possibly carcinogenic
Phenoxybenzamine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Riddelliine	2B	possibly carcinogenic	possibly carcinogenic
Propylene	3	not classifiable	not classifiable
5-Methoxypsoralen	2A	probably carcinogenic	probably carcinogenic
Mirex	2B	possibly carcinogenic	possibly carcinogenic
1,1,1,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
Dicofol	3	not classifiable	possibly carcinogenic
Dibromoacetic acid	2B	possibly carcinogenic	possibly carcinogenic
DDT (4,4'-dichlorodiphenyltrichloroethane)	2A	probably carcinogenic	probably carcinogenic
Magenta	2B	possibly carcinogenic	possibly carcinogenic
Lumber and sawmill industries (including logging)	3	not classifiable	carcinogenic to humans
Formaldehyde	1	carcinogenic to humans	carcinogenic to humans
Trichloroethylene	1	carcinogenic to humans	carcinogenic to humans
Ethionamide	3	not classifiable	not classifiable
Busulfan	1	carcinogenic to humans	carcinogenic to humans
D & C Red No. 9	3	not classifiable	not classifiable
Benzo[ghi]fluoranthene	3	not classifiable	possibly carcinogenic
N-Ethyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Dental materials	3	not classifiable	not classifiable
MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)	2B	possibly carcinogenic	possibly carcinogenic
Angelicin plus ultraviolet A radiation	3	not classifiable	possibly carcinogenic
Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Vinylidene chloride-vinyl chloride copolymers	3	not classifiable	not classifiable
Phenylbutazone	3	not classifiable	possibly carcinogenic
4,4'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	probably carcinogenic
6-Nitrobenzo[a]pyrene	3	not classifiable	probably carcinogenic
Electric fields, extremely low-frequency	3	not classifiable	not classifiable
Ciclosporin	1	carcinogenic to humans	carcinogenic to humans
Doxefazepam	3	not classifiable	possibly carcinogenic
Bis(1-aziridinyl)morpholinophosphine sulfide	3	not classifiable	possibly carcinogenic
Methyl red	3	not classifiable	PARSE_FAIL
Ochratoxin A	2B	possibly carcinogenic	possibly carcinogenic
2-Aminoanthraquinone	3	not classifiable	not classifiable
Chlorendic acid	2B	possibly carcinogenic	possibly carcinogenic
Vincristine sulfate	3	not classifiable	probably carcinogenic
1,2-Dimethylhydrazine	2A	probably carcinogenic	possibly carcinogenic
3-Nitroperylene	3	not classifiable	possibly carcinogenic
ortho-Phenylphenol	3	not classifiable	possibly carcinogenic
Polymethyl methacrylate	3	not classifiable	not classifiable
Benzo[a]pyrene	1	carcinogenic to humans	carcinogenic to humans
Nickel, metallic	2B	possibly carcinogenic	possibly carcinogenic
Propylene oxide	2B	possibly carcinogenic	possibly carcinogenic
Clonorchis sinensis (infection with)	1	carcinogenic to humans	carcinogenic to humans
Polybrominated biphenyls	2A	probably carcinogenic	probably carcinogenic
6-Mercaptopurine	3	not classifiable	carcinogenic to humans
Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)	2B	possibly carcinogenic	possibly carcinogenic
A-alpha-C (2-Amino-9H-pyrido[2,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Wood dust	1	carcinogenic to humans	carcinogenic to humans
Pronetalol hydrochloride	3	not classifiable	not classifiable
Oestradiol mustard	3	not classifiable	probably carcinogenic
Hexachloroethane	2B	possibly carcinogenic	possibly carcinogenic
Uranium, mixture of isotopes (see Radionuclides, alpha-particle-emitting, internally deposited)	1	carcinogenic to humans	carcinogenic to humans
Aristolochic acid, plants containing	1	carcinogenic to humans	carcinogenic to humans
Luteoskyrin	3	not classifiable	not classifiable
Lindane (see also Hexachlorocyclohexanes)	1	carcinogenic to humans	carcinogenic to humans
Ptaquiloside	3	not classifiable	possibly carcinogenic
1,4-Dimethylphenanthrene	3	not classifiable	not classifiable
Coffee, drinking	3	not classifiable	not classifiable
Fusarium moniliforme, toxins derived from (fumonisin B1, fumonisin B2, and fusarin C)	2B	possibly carcinogenic	possibly carcinogenic
Hexachlorobutadiene	3	not classifiable	possibly carcinogenic
Lead	2B	possibly carcinogenic	probably carcinogenic
Leather tanning and processing	3	not classifiable	carcinogenic to humans
2-Amino-4-chlorophenol	2B	possibly carcinogenic	possibly carcinogenic
Spironolactone	3	not classifiable	possibly carcinogenic
Beryllium and beryllium compounds	1	carcinogenic to humans	carcinogenic to humans
IQ (2-Amino-3-methylimidazo[4,5-f]quinoline)	2A	probably carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 6 and 11	3	not classifiable	not classifiable
Thorium-232 and its decay products	1	carcinogenic to humans	carcinogenic to humans
1-Bromo-3-chloropropane	2B	possibly carcinogenic	possibly carcinogenic
2,4-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Atrazine	3	not classifiable	possibly carcinogenic
Sulfallate	2B	possibly carcinogenic	not classifiable
Cyclophosphamide	1	carcinogenic to humans	carcinogenic to humans
Ceramic implants	3	not classifiable	not classifiable
Nafenopin	2B	possibly carcinogenic	possibly carcinogenic
4H-Cyclopenta[def]chrysene	3	not classifiable	probably carcinogenic
Triethylene glycol diglycidyl ether	3	not classifiable	possibly carcinogenic
beta-Butyrolactone	2B	possibly carcinogenic	possibly carcinogenic
Erionite	1	carcinogenic to humans	carcinogenic to humans
Medroxyprogesterone acetate	2B	possibly carcinogenic	probably carcinogenic
Benzene	1	carcinogenic to humans	carcinogenic to humans
Nitromethane	2B	possibly carcinogenic	possibly carcinogenic
Schistosoma mansoni (infection with)	3	not classifiable	possibly carcinogenic
N-Vinyl-2-pyrrolidone	3	not classifiable	possibly carcinogenic
2,3,4,7,8-Pentachlorodibenzofuran	1	carcinogenic to humans	possibly carcinogenic
Benzo[c]fluorene	3	not classifiable	probably carcinogenic
N-Methyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Mate, not very hot (drinking)	3	not classifiable	not classifiable
Implanted foreign bodies of metallic chromium or titanium and of cobalt-based, chromium-based, and titanium-based alloys, and stainless steel	3	not classifiable	not classifiable
Pyridine	2B	possibly carcinogenic	not classifiable
Acrylic fibres	3	not classifiable	not classifiable
Etoposide	1	carcinogenic to humans	carcinogenic to humans
T2-Trichothecene	3	not classifiable	not classifiable
Benzo[g]chrysene	3	not classifiable	possibly carcinogenic
Metabisulfites	3	not classifiable	PARSE_FAIL
Cadmium and cadmium compounds	1	carcinogenic to humans	carcinogenic to humans
Fluoranthene	3	not classifiable	not classifiable
Perfluorooctanoic acid (PFOA)	1	carcinogenic to humans	probably carcinogenic
N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	1	carcinogenic to humans	carcinogenic to humans
Shale oils	1	carcinogenic to humans	carcinogenic to humans
Cumene	2B	possibly carcinogenic	possibly carcinogenic
Citrus Red No. 2	2B	possibly carcinogenic	possibly carcinogenic
2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	2B	possibly carcinogenic	possibly carcinogenic
Benz[c]acridine	3	not classifiable	probably carcinogenic
Carrageenan, native	3	not classifiable	not classifiable
Glycidaldehyde	2B	possibly carcinogenic	possibly carcinogenic
Toluene diisocyanates	2B	possibly carcinogenic	possibly carcinogenic
Tris(aziridinyl)-para-benzoquinone (Triaziquone)	3	not classifiable	probably carcinogenic
Hair colouring products (personal use of)	3	not classifiable	not classifiable
13H-Dibenzo[a,g]fluorene	3	not classifiable	possibly carcinogenic
Diallate	3	not classifiable	possibly carcinogenic
Flat-glass and specialty glass (manufacture of)	3	not classifiable	carcinogenic to humans
Acridine orange	3	not classifiable	not classifiable
3,3'-Dimethoxybenzidine (ortho-Dianisidine)	2B	possibly carcinogenic	possibly carcinogenic
Polychloroprene	3	not classifiable	not classifiable
Isophosphamide	3	not classifiable	carcinogenic to humans
Thiotepa	1	carcinogenic to humans	carcinogenic to humans
Diazomethane	3	not classifiable	possibly carcinogenic
Isoeugenol	2B	possibly carcinogenic	not classifiable
Arsenic and inorganic arsenic compounds	1	carcinogenic to humans	carcinogenic to humans
Seneciphylline	3	not classifiable	possibly carcinogenic
Ponceau 3R	2B	possibly carcinogenic	possibly carcinogenic
1,2-Dichloroethane	2B	possibly carcinogenic	possibly carcinogenic
Azathioprine	1	carcinogenic to humans	carcinogenic to humans
Glass filament, continuous	3	not classifiable	not classifiable
Clofibrate	3	not classifiable	possibly carcinogenic
Dibenzo[e,l]pyrene	3	not classifiable	carcinogenic to humans
Methoxychlor	3	not classifiable	possibly carcinogenic
Polyvinyl alcohol	3	not classifiable	not classifiable
Fluorene	3	not classifiable	not classifiable
Trifluralin	3	not classifiable	possibly carcinogenic
1-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Di(2-ethylhexyl)phthalate	2B	possibly carcinogenic	possibly carcinogenic
Coconut oil diethanolamine condensate	2B	possibly carcinogenic	possibly carcinogenic
3-Methylfluoranthene	3	not classifiable	PARSE_FAIL
Potassium bromate	2B	possibly carcinogenic	possibly carcinogenic
N'-Nitrosoanatabine (NAT)	3	not classifiable	possibly carcinogenic
Chlorobenzilate	3	not classifiable	PARSE_FAIL
Reserpine	3	not classifiable	possibly carcinogenic
Treosulfan	1	carcinogenic to humans	carcinogenic to humans
Retrorsine	3	not classifiable	possibly carcinogenic
α-Methylstyrene	2B	possibly carcinogenic	not classifiable
Thiourea	3	not classifiable	probably carcinogenic
1,1,1-Trichloroethane	2A	probably carcinogenic	not classifiable
Polypropylene	3	not classifiable	not classifiable
Gyromitrin	3	not classifiable	probably carcinogenic
Methyl acrylate	2B	possibly carcinogenic	not classifiable
N,N-Dimethyl-p-toluidine	2B	possibly carcinogenic	possibly carcinogenic
3-Monochloro-1,2-propanediol	2B	possibly carcinogenic	possibly carcinogenic
1-Nitropyrene	2A	probably carcinogenic	probably carcinogenic
Phenacetin	1	carcinogenic to humans	carcinogenic to humans
Chloroquine	3	not classifiable	PARSE_FAIL
Styrene-butadiene copolymers	3	not classifiable	not classifiable
Fluorescent lighting	3	not classifiable	PARSE_FAIL
3-Carbethoxypsoralen	3	not classifiable	not classifiable
Dibromoacetonitrile	2B	possibly carcinogenic	possibly carcinogenic
Acrylonitrile-butadiene-styrene copolymers	3	not classifiable	not classifiable
1,2-Dihydroaceanthrylene	3	not classifiable	PARSE_FAIL
Caffeic acid	2B	possibly carcinogenic	possibly carcinogenic
Acrylonitrile	1	carcinogenic to humans	probably carcinogenic
4,5'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	possibly carcinogenic
Triphenylene	3	not classifiable	not classifiable
Chlorambucil	1	carcinogenic to humans	carcinogenic to humans
Benzo[a]fluoranthene	3	not classifiable	possibly carcinogenic
4-Vinylcyclohexene diepoxide	2B	possibly carcinogenic	possibly carcinogenic
Symphytine	3	not classifiable	possibly carcinogenic
Nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
2-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Eosin	3	not classifiable	not classifiable
Hydrochlorothiazide	1	carcinogenic to humans	probably carcinogenic
Acetaldehyde associated with consumption of alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Isopropyl oils	3	not classifiable	carcinogenic to humans
5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)­amino]-2-oxazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Vinyl fluoride	2A	probably carcinogenic	probably carcinogenic
N-Nitrosodiethylamine	2A	probably carcinogenic	probably carcinogenic
Ethyl carbamate (Urethane)	2A	probably carcinogenic	probably carcinogenic
Diazepam	3	not classifiable	possibly carcinogenic
Triamterene	2B	possibly carcinogenic	not classifiable
HC Blue No. 2	3	not classifiable	not classifiable
Arsenobetaine and other organic arsenic compounds that are not metabolized in humans	3	not classifiable	not classifiable
Dimethyl sulfate	2A	probably carcinogenic	probably carcinogenic
2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	2B	possibly carcinogenic	possibly carcinogenic
Microcystis extracts	3	not classifiable	possibly carcinogenic
Phenolphthalein	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo[a,e]fluoranthene	3	not classifiable	possibly carcinogenic
Iron-dextrin complex	3	not classifiable	not classifiable
Safrole	2B	possibly carcinogenic	possibly carcinogenic
Styrene-acrylonitrile copolymers	3	not classifiable	not classifiable
Calcium carbide production	3	not classifiable	carcinogenic to humans
Oil Orange SS	2B	possibly carcinogenic	possibly carcinogenic
Heptachlor	2B	possibly carcinogenic	possibly carcinogenic
Bleomycins	2B	possibly carcinogenic	probably carcinogenic
4-Hydroxyazobenzene	3	not classifiable	not classifiable
Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)	1	carcinogenic to humans	carcinogenic to humans
1-Methylchrysene	3	not classifiable	possibly carcinogenic
1,2-Epoxybutane	2B	possibly carcinogenic	possibly carcinogenic
Dichloromethane (Methylene chloride)	2A	probably carcinogenic	probably carcinogenic
2-Methylaziridine (Propyleneimine)	2B	possibly carcinogenic	possibly carcinogenic
Penicillic acid	3	not classifiable	not classifiable
Sudan II	3	not classifiable	not classifiable
Dimethylcarbamoyl chloride	2A	probably carcinogenic	probably carcinogenic
6-Nitrochrysene	2A	probably carcinogenic	probably carcinogenic
Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Dimethylarsinic acid	2B	possibly carcinogenic	possibly carcinogenic
Dibenz[a,j]anthracene	3	not classifiable	possibly carcinogenic
Hexamethylphosphoramide	2B	possibly carcinogenic	probably carcinogenic
Benz[l]aceanthrylene	3	not classifiable	possibly carcinogenic
1-Naphthylthiourea (ANTU)	3	not classifiable	not classifiable
Human T-cell lymphotropic virus type II	3	not classifiable	not classifiable
Apholate	3	not classifiable	possibly carcinogenic
Fusarium sporotrichioides, toxins derived from (T-2 toxin)	3	not classifiable	not classifiable
Tetrahydrofuran	2B	possibly carcinogenic	possibly carcinogenic
Polyacrylic acid	3	not classifiable	PARSE_FAIL
trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole	2B	possibly carcinogenic	possibly carcinogenic
Tetrabromobisphenol A	2A	probably carcinogenic	not classifiable
CI Direct Blue 15	2B	possibly carcinogenic	possibly carcinogenic
ortho-Phenylenediamine	2B	possibly carcinogenic	not classifiable
Furazolidone	3	not classifiable	possibly carcinogenic
Uracil mustard	2B	possibly carcinogenic	carcinogenic to humans
Polyvinyl pyrrolidone	3	not classifiable	not classifiable
Palygorskite (Attapulgite) (long fibres, > 5 micrometres)	2B	possibly carcinogenic	possibly carcinogenic
3-Methylchrysene	3	not classifiable	possibly carcinogenic
Butyl methacrylate	2B	possibly carcinogenic	not classifiable
11H-Benz[bc]aceanthrylene	3	not classifiable	possibly carcinogenic
Brilliant Blue FCF, disodium salt	3	not classifiable	not classifiable
X- and Gamma-Radiation	1	carcinogenic to humans	carcinogenic to humans
MeIQx (2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline)	2B	possibly carcinogenic	possibly carcinogenic
N'-Nitrosoanabasine (NAB)	3	not classifiable	possibly carcinogenic
Mitoxantrone	2B	possibly carcinogenic	carcinogenic to humans
CI Orange G	3	not classifiable	not classifiable
1,3-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
Sudan Red 7B	3	not classifiable	possibly carcinogenic
Cobalt metal (without tungsten carbide or other metal alloys)	2A	probably carcinogenic	possibly carcinogenic
N-Methyl-N´-nitro-N-nitrosoguanidine (MNNG)	2A	probably carcinogenic	probably carcinogenic
Aristolochic acid	1	carcinogenic to humans	carcinogenic to humans
Plutonium	1	carcinogenic to humans	carcinogenic to humans
2,4,6-Tris(1-aziridinyl)-s-triazine	3	not classifiable	probably carcinogenic
Diethanolamine	2B	possibly carcinogenic	possibly carcinogenic
