statement	score	confidence	gemini_2_5_flash
Progestogen-only contraceptives	2B	possibly carcinogenic	possibly carcinogenic
Benzo[b]fluorene	3	not classifiable	possibly carcinogenic
Senkirkine	3	not classifiable	i don't know
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	possibly carcinogenic
Polymeric implant prepared as thin smooth films (with the exception of poly-glycolic acid)	2B	possibly carcinogenic	possibly carcinogenic
Refractory ceramic fibres	2B	possibly carcinogenic	possibly carcinogenic
para-Aramid fibrils	3	not classifiable	not classifiable
Textile manufacturing industry (work in)	2B	possibly carcinogenic	not classifiable
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	i don't know
4-Vinylcyclohexene	2B	possibly carcinogenic	possibly carcinogenic
Vinyl toluene	3	not classifiable	not classifiable
11-Aminoundecanoic acid	3	not classifiable	not classifiable
Gemfibrozil	3	not classifiable	not classifiable
4-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
Progestins (see also Progestogen-only contraceptives)	2B	possibly carcinogenic	possibly carcinogenic
Ethylbenzene	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosopiperidine	2B	possibly carcinogenic	probably carcinogenic
Special-purpose fibres such as E-glass and '475' glass fibres	2B	possibly carcinogenic	not classifiable
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
Disperse Yellow 3	3	not classifiable	not classifiable
Michler’s base [4,4´-methylenebis(N,N-dimethyl)­benzenamine]	2B	possibly carcinogenic	possibly carcinogenic
Ripazepam	3	not classifiable	i don't know
Sunset Yellow FCF	3	not classifiable	not classifiable
Weapons-grade tungsten (with nickel and cobalt) alloy	2B	possibly carcinogenic	i don't know
para-Nitroanisole	2B	possibly carcinogenic	i don't know
4,4'-Methylenedianiline	2B	possibly carcinogenic	possibly carcinogenic
Hydroxysenkirkine	3	not classifiable	possibly carcinogenic
Allyl isovalerate	3	not classifiable	not classifiable
4,4'-Diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
Sterigmatocystin	2B	possibly carcinogenic	possibly carcinogenic
Diglycidyl resorcinol ether	2B	possibly carcinogenic	possibly carcinogenic
Nylon 6	3	not classifiable	i don't know
Agaritine	3	not classifiable	i don't know
HC Red No. 3	3	not classifiable	possibly carcinogenic
Microcystin-LR	2B	possibly carcinogenic	possibly carcinogenic
Prazepam	3	not classifiable	i don't know
Dibenzo-para-dioxin	3	not classifiable	i don't know
N-Nitrosomethylethylamine	2B	possibly carcinogenic	possibly carcinogenic
2-Ethylhexyl acrylate	2B	possibly carcinogenic	not classifiable
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Prednimustine	3	not classifiable	carcinogenic to humans
PhIP (2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine)	2B	possibly carcinogenic	probably carcinogenic
Methyl parathion	3	not classifiable	possibly carcinogenic
para-Dichlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
Schistosoma haematobium (infection with)	1	carcinogenic to humans	carcinogenic to humans
3,7-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Trimethylolpropane triacrylate, technical grade	2B	possibly carcinogenic	possibly carcinogenic
Dichloroacetonitrile	3	not classifiable	possibly carcinogenic
1,3-Propane sultone	2A	probably carcinogenic	possibly carcinogenic
Estazolam	3	not classifiable	i don't know
Opisthorchis viverrini (infection with)	1	carcinogenic to humans	carcinogenic to humans
4-Nitropyrene	2B	possibly carcinogenic	probably carcinogenic
1,2-Diethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Caprolactam	3	not classifiable	not classifiable
d-Limonene	3	not classifiable	not classifiable
N-Nitrosomorpholine	2B	possibly carcinogenic	probably carcinogenic
para-Benzoquinone dioxime	3	not classifiable	possibly carcinogenic
N,N'-Diethylthiourea	3	not classifiable	not classifiable
Malathion	2A	probably carcinogenic	probably carcinogenic
Methyl tert-butyl ether	2B	possibly carcinogenic	possibly carcinogenic
Methylazoxymethanol acetate	2B	possibly carcinogenic	possibly carcinogenic
Benzyl violet 4B	2B	possibly carcinogenic	not classifiable
N-Nitrosofolic acid	3	not classifiable	i don't know
Methimazole	3	not classifiable	probably carcinogenic
Tris(2,3-dibromopropyl) phosphate	2A	probably carcinogenic	probably carcinogenic
Tetrafluoroethylene	2A	probably carcinogenic	possibly carcinogenic
Tetrachloroethylene (Perchloroethylene)	2A	probably carcinogenic	probably carcinogenic
Sulfasalazine	2B	possibly carcinogenic	not classifiable
3-Nitrobenzanthrone	2B	possibly carcinogenic	possibly carcinogenic
Lauroyl peroxide	3	not classifiable	not classifiable
para-Aminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
9-Nitroanthracene	3	not classifiable	possibly carcinogenic
para-Dimethylaminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
Chloramine	3	not classifiable	i don't know
Perfluorooctanesulfonic acid (PFOS)	2B	possibly carcinogenic	possibly carcinogenic
2,6-Dichloro-para-phenylenediamine	3	not classifiable	possibly carcinogenic
Nitrofen (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
para-Phenylenediamine	3	not classifiable	not classifiable
Streptozotocin	2B	possibly carcinogenic	probably carcinogenic
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)	2A	probably carcinogenic	carcinogenic to humans
ortho-Anisidine hydrochloride (see also ortho-Anisidine)	2A	probably carcinogenic	possibly carcinogenic
Acetamide	2B	possibly carcinogenic	possibly carcinogenic
Petasitenine	3	not classifiable	possibly carcinogenic
para-Quinone	3	not classifiable	not classifiable
Amitrole	3	not classifiable	possibly carcinogenic
Chlordimeform	3	not classifiable	possibly carcinogenic
Allyl chloride	3	not classifiable	not classifiable
5-Nitroacenaphthene	2B	possibly carcinogenic	carcinogenic to humans
3,3′,4,4′-Tetrachloroazobenzene	2A	probably carcinogenic	possibly carcinogenic
Dibenzo[a,i]pyrene	2B	possibly carcinogenic	probably carcinogenic
Leucogentian violet (see also Gentian violet)	3	not classifiable	possibly carcinogenic
3-(N-Nitrosomethylamino)propionitrile	2B	possibly carcinogenic	possibly carcinogenic
Aniline hydrochloride (see also Aniline)	2A	probably carcinogenic	possibly carcinogenic
3,5-Dinitrotoluene	3	not classifiable	possibly carcinogenic
Chloroacetonitrile	3	not classifiable	possibly carcinogenic
2-Mercaptobenzothiazole	2A	probably carcinogenic	possibly carcinogenic
Oxazepam	2B	possibly carcinogenic	not classifiable
Thiourea	3	not classifiable	possibly carcinogenic
Dibenzo[a,h]pyrene	2B	possibly carcinogenic	probably carcinogenic
Chlorothalonil	2B	possibly carcinogenic	probably carcinogenic
2-Nitrofluorene	2B	possibly carcinogenic	probably carcinogenic
n-Propyl carbamate	3	not classifiable	possibly carcinogenic
Bischloroethyl nitrosourea (BCNU) (Carmustine)	2A	probably carcinogenic	carcinogenic to humans
Indeno[1,2,3-cd]pyrene	2B	possibly carcinogenic	probably carcinogenic
Diisopropyl ether	3	not classifiable	not classifiable
2,6-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Succinic anhydride	3	not classifiable	probably carcinogenic
7H-Dibenzo[c,g]carbazole	2B	possibly carcinogenic	possibly carcinogenic
Cisplatin	2A	probably carcinogenic	carcinogenic to humans
Talc	2A	probably carcinogenic	i don't know
Dibenzo[a,l]pyrene	2A	probably carcinogenic	carcinogenic to humans
Niridazole	2B	possibly carcinogenic	possibly carcinogenic
Benzo[c]phenanthrene	2B	possibly carcinogenic	possibly carcinogenic
6-Nitrobenzo[a]pyrene	3	not classifiable	possibly carcinogenic
Resorcinol	3	not classifiable	not classifiable
2-(1-Aziridinyl)ethanol	3	not classifiable	possibly carcinogenic
Indium phosphide	2A	probably carcinogenic	probably carcinogenic
N,N'-Diacetylbenzidine	2B	possibly carcinogenic	possibly carcinogenic
Toluene	3	not classifiable	not classifiable
Sudan Red 7B	3	not classifiable	not classifiable
Benz[j]aceanthrylene	2B	possibly carcinogenic	probably carcinogenic
Benzo[j]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
2,4-Diaminoanisole	2B	possibly carcinogenic	possibly carcinogenic
Dibenz[a,j]acridine	2A	probably carcinogenic	possibly carcinogenic
Clofibrate	3	not classifiable	possibly carcinogenic
CI Acid Orange 3	3	not classifiable	not classifiable
2,4-Dichloro-1-nitrobenzene	2B	possibly carcinogenic	not classifiable
Carbaryl	3	not classifiable	probably carcinogenic
meta-Phenylenediamine	3	not classifiable	not classifiable
Benzo[b]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Adriamycin (Doxorubicin)	2A	probably carcinogenic	probably carcinogenic
Bis(2-chloro-1-methylethyl)ether	3	not classifiable	possibly carcinogenic
Phenol	3	not classifiable	not classifiable
ortho-Phenylenediamine dihydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Captafol	2A	probably carcinogenic	probably carcinogenic
Cyclohexanone	3	not classifiable	not classifiable
Benzo[k]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Teniposide	2A	probably carcinogenic	carcinogenic to humans
Ethyl methanesulfonate	2B	possibly carcinogenic	possibly carcinogenic
β-Picoline	3	not classifiable	not classifiable
Digoxin	2B	possibly carcinogenic	not classifiable
Cyclopenta[cd]pyrene	2A	probably carcinogenic	possibly carcinogenic
N-Methyl-N-nitrosourethane	2B	possibly carcinogenic	probably carcinogenic
Thioacetamide	2B	possibly carcinogenic	possibly carcinogenic
Sudan Brown RR	3	not classifiable	i don't know
1,2-Dihydroaceanthrylene	3	not classifiable	i don't know
Chrysene	2B	possibly carcinogenic	probably carcinogenic
Dichlorvos	2B	possibly carcinogenic	possibly carcinogenic
Nitrofurantoin	3	not classifiable	not classifiable
Daunomycin (Daunorubicin)	2B	possibly carcinogenic	probably carcinogenic
Hydrazine	2A	probably carcinogenic	possibly carcinogenic
trans-1,4-Dichlorobutene	3	not classifiable	possibly carcinogenic
Furazolidone	3	not classifiable	possibly carcinogenic
Tetrachlorvinphos	2B	possibly carcinogenic	probably carcinogenic
Morpholine	3	not classifiable	not classifiable
Chloral hydrate	2A	probably carcinogenic	probably carcinogenic
N-Nitrosodi-n-propylamine	2B	possibly carcinogenic	probably carcinogenic
2-Butoxyethanol	3	not classifiable	not classifiable
Bis(2-chloroethyl)ether	3	not classifiable	possibly carcinogenic
Isopropyl alcohol	3	not classifiable	not classifiable
Azacitidine	2A	probably carcinogenic	probably carcinogenic
Arsenobetaine and other organic arsenic compounds that are not metabolized in humans	3	not classifiable	not classifiable
Dibenz[c,h]acridine	2B	possibly carcinogenic	probably carcinogenic
3,9-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Diazinon	2A	probably carcinogenic	probably carcinogenic
Naphtho[1,2-b]fluoranthene	3	not classifiable	possibly carcinogenic
Tris(aziridinyl)-para-benzoquinone (Triaziquone)	3	not classifiable	probably carcinogenic
Aspartame	2B	possibly carcinogenic	possibly carcinogenic
Trp-P-2 (3-Amino-1-methyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Silicon carbide whiskers	2A	probably carcinogenic	probably carcinogenic
5-Methoxypsoralen	2A	probably carcinogenic	possibly carcinogenic
Phenoxybenzamine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Procarbazine hydrochloride	2A	probably carcinogenic	carcinogenic to humans
Trp-P-1 (3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Propylene	3	not classifiable	not classifiable
Dithranol	3	not classifiable	not classifiable
1,1,1,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
Didanosine	3	not classifiable	possibly carcinogenic
Dibenz[a,h]acridine	2B	possibly carcinogenic	possibly carcinogenic
Riddelliine	2B	possibly carcinogenic	possibly carcinogenic
Dibromoacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Ampicillin	3	not classifiable	i don't know
Jacobine	3	not classifiable	not classifiable
Nitrotoluenes	3	not classifiable	possibly carcinogenic
Mitoxantrone	2B	possibly carcinogenic	carcinogenic to humans
3-Methylchrysene	3	not classifiable	probably carcinogenic
Chlorambucil	1	carcinogenic to humans	carcinogenic to humans
Bleomycins	2B	possibly carcinogenic	probably carcinogenic
6-Nitrochrysene	2A	probably carcinogenic	probably carcinogenic
HC Blue No. 2	3	not classifiable	not classifiable
Chrysoidine	3	not classifiable	possibly carcinogenic
D & C Red No. 9	3	not classifiable	not classifiable
CI Acid Red 114	2B	possibly carcinogenic	not classifiable
CI Acid Orange 20	3	not classifiable	not classifiable
Dulcin	3	not classifiable	not classifiable
2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	2B	possibly carcinogenic	possibly carcinogenic
Phenolphthalein	2B	possibly carcinogenic	possibly carcinogenic
Acetaldehyde associated with consumption of alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
2-Methylchrysene	3	not classifiable	probably carcinogenic
Styrene-acrylonitrile copolymers	3	not classifiable	not classifiable
Doxefazepam	3	not classifiable	possibly carcinogenic
Anthanthrene	3	not classifiable	not classifiable
Benzo[a]fluoranthene	3	not classifiable	possibly carcinogenic
Bisphenol A diglycidyl ether (Araldite)	3	not classifiable	not classifiable
Carbon nanotubes, single-walled	3	not classifiable	possibly carcinogenic
Isoeugenol	2B	possibly carcinogenic	not classifiable
Busulfan	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodimethylamine	2A	probably carcinogenic	probably carcinogenic
Quercetin	3	not classifiable	not classifiable
1,4-Dimethylphenanthrene	3	not classifiable	i don't know
Sulfur mustard	1	carcinogenic to humans	carcinogenic to humans
Polypropylene	3	not classifiable	not classifiable
4-Nitrobiphenyl	3	not classifiable	carcinogenic to humans
Atrazine	3	not classifiable	possibly carcinogenic
4,4'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	possibly carcinogenic
N-Methyl-N´-nitro-N-nitrosoguanidine (MNNG)	2A	probably carcinogenic	probably carcinogenic
CI Direct Blue 218	2B	possibly carcinogenic	possibly carcinogenic
Lindane (see also Hexachlorocyclohexanes)	1	carcinogenic to humans	carcinogenic to humans
Polychloroprene	3	not classifiable	not classifiable
Actinomycin D	3	not classifiable	probably carcinogenic
Hexamethylphosphoramide	2B	possibly carcinogenic	possibly carcinogenic
Chlorobenzilate	3	not classifiable	not classifiable
MeIQx (2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline)	2B	possibly carcinogenic	possibly carcinogenic
Hexachloroethane	2B	possibly carcinogenic	possibly carcinogenic
Hexachlorobutadiene	3	not classifiable	not classifiable
Silica dust, crystalline, in the form of quartz or cristobalite	1	carcinogenic to humans	carcinogenic to humans
3-Carbethoxypsoralen	3	not classifiable	not classifiable
Aristolochic acid	1	carcinogenic to humans	carcinogenic to humans
N-Methyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Safrole	2B	possibly carcinogenic	possibly carcinogenic
Silicon carbide, fibrous	2B	possibly carcinogenic	probably carcinogenic
Ethyl tellurac	3	not classifiable	not classifiable
Gyromitrin	3	not classifiable	probably carcinogenic
Diallate	3	not classifiable	possibly carcinogenic
5-Nitro-ortho-anisidine	3	not classifiable	possibly carcinogenic
4,4'-Methylenebis(2-chloroaniline) (MOCA)	1	carcinogenic to humans	probably carcinogenic
Spironolactone	3	not classifiable	possibly carcinogenic
Ponceau 3R	2B	possibly carcinogenic	possibly carcinogenic
Trichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Pronetalol hydrochloride	3	not classifiable	i don't know
Hexachlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
Benzo[ghi]fluoranthene	3	not classifiable	possibly carcinogenic
4H-Cyclopenta[def]chrysene	3	not classifiable	probably carcinogenic
2,4,6-Trimethylaniline	3	not classifiable	possibly carcinogenic
Carrageenan, native	3	not classifiable	possibly carcinogenic
Dichloromethane (Methylene chloride)	2A	probably carcinogenic	probably carcinogenic
N-Nitrosodiethylamine	2A	probably carcinogenic	probably carcinogenic
Ethionamide	3	not classifiable	not classifiable
Cadmium and cadmium compounds	1	carcinogenic to humans	carcinogenic to humans
N,N-Dimethyl-p-toluidine	2B	possibly carcinogenic	not classifiable
Hair colouring products (personal use of)	3	not classifiable	not classifiable
Polymethyl methacrylate	3	not classifiable	not classifiable
Metabisulfites	3	not classifiable	i don't know
Lasiocarpine	2B	possibly carcinogenic	possibly carcinogenic
4-Chloro-ortho-phenylenediamine	2B	possibly carcinogenic	possibly carcinogenic
Vinyl fluoride	2A	probably carcinogenic	probably carcinogenic
N'-Nitrosoanabasine (NAB)	3	not classifiable	possibly carcinogenic
ortho-Aminoazotoluene	2B	possibly carcinogenic	possibly carcinogenic
Kaempferol	3	not classifiable	not classifiable
Coumarin	3	not classifiable	not classifiable
Polymethylene polyphenyl isocyanate	3	not classifiable	not classifiable
AF-2 [2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide]	2B	possibly carcinogenic	possibly carcinogenic
DDT (4,4'-dichlorodiphenyltrichloroethane)	2A	probably carcinogenic	probably carcinogenic
1-Butyl glycidyl ether	2B	possibly carcinogenic	possibly carcinogenic
Oil Orange SS	2B	possibly carcinogenic	possibly carcinogenic
N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	1	carcinogenic to humans	carcinogenic to humans
Leather goods manufacture (see also Leather dust)	3	not classifiable	carcinogenic to humans
Human papillomavirus (HPV) genus beta (except types 5 and 8) and genus gamma	3	not classifiable	possibly carcinogenic
Radium-224 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Picene	3	not classifiable	i don't know
Ptaquiloside	3	not classifiable	possibly carcinogenic
Pyridine	2B	possibly carcinogenic	possibly carcinogenic
Nitrogen mustard	2A	probably carcinogenic	carcinogenic to humans
Ciclosporin	1	carcinogenic to humans	carcinogenic to humans
2-Methylfluoranthene	3	not classifiable	i don't know
Naphtho[2,3-e]pyrene	3	not classifiable	i don't know
Coronene	3	not classifiable	not classifiable
1-Methylchrysene	3	not classifiable	possibly carcinogenic
Melphalan	1	carcinogenic to humans	carcinogenic to humans
Azaserine	2B	possibly carcinogenic	possibly carcinogenic
Triamterene	2B	possibly carcinogenic	not classifiable
Dental materials	3	not classifiable	not classifiable
Styrene-butadiene copolymers	3	not classifiable	possibly carcinogenic
Decabromodiphenyl oxide	3	not classifiable	possibly carcinogenic
Fluoranthene	3	not classifiable	not classifiable
Polyvinyl acetate	3	not classifiable	not classifiable
N,N-Dimethylformamide	2A	probably carcinogenic	probably carcinogenic
Permethrin	3	not classifiable	probably carcinogenic
5-Aminoacenaphthene	3	not classifiable	possibly carcinogenic
Dibenz[a,j]anthracene	3	not classifiable	probably carcinogenic
2-Amino-4-nitrophenol	3	not classifiable	not classifiable
Mate, not very hot (drinking)	3	not classifiable	not classifiable
α-Methylstyrene	2B	possibly carcinogenic	not classifiable
Hydralazine	3	not classifiable	possibly carcinogenic
Vinyl chloride	1	carcinogenic to humans	carcinogenic to humans
2,3,7,8-Tetrachlorodibenzo-para-dioxin	1	carcinogenic to humans	carcinogenic to humans
Trypan blue	2B	possibly carcinogenic	possibly carcinogenic
N-Ethyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Methyl methanesulfonate	2A	probably carcinogenic	possibly carcinogenic
1,5-Naphthalenediamine	3	not classifiable	not classifiable
2,4-Diaminotoluene	2B	possibly carcinogenic	possibly carcinogenic
Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Acrylonitrile-butadiene-styrene copolymers	3	not classifiable	not classifiable
Carbon nanotubes, multiwalled, other than MWCNT-7	3	not classifiable	possibly carcinogenic
Formaldehyde	1	carcinogenic to humans	carcinogenic to humans
Electric fields, static	3	not classifiable	not classifiable
Tetrahydrofuran	2B	possibly carcinogenic	possibly carcinogenic
Thorium-232 and its decay products	1	carcinogenic to humans	carcinogenic to humans
11H-Benz[bc]aceanthrylene	3	not classifiable	possibly carcinogenic
4,5'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	probably carcinogenic
Cimetidine	3	not classifiable	not classifiable
Disulfiram	3	not classifiable	possibly carcinogenic
Nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Polyethylene	3	not classifiable	i don't know
Melamine	2B	possibly carcinogenic	possibly carcinogenic
4,5',8-Trimethylpsoralen	3	not classifiable	possibly carcinogenic
Benzofuran	2B	possibly carcinogenic	possibly carcinogenic
Zidovudine (AZT)	2B	possibly carcinogenic	possibly carcinogenic
2-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Ceramic implants	3	not classifiable	not classifiable
Nickel, metallic	2B	possibly carcinogenic	possibly carcinogenic
Ponceau MX	2B	possibly carcinogenic	not classifiable
Etoposide in combination with cisplatin and bleomycin	1	carcinogenic to humans	carcinogenic to humans
3-Monochloro-1,2-propanediol	2B	possibly carcinogenic	possibly carcinogenic
Welding fumes	1	carcinogenic to humans	carcinogenic to humans
Fuel oils, distillate (light)	3	not classifiable	possibly carcinogenic
1,3-Dinitropyrene	2B	possibly carcinogenic	possibly carcinogenic
Piperonyl butoxide	3	not classifiable	not classifiable
Polystyrene	3	not classifiable	not classifiable
6-Methylchrysene	3	not classifiable	possibly carcinogenic
Oestradiol mustard	3	not classifiable	probably carcinogenic
Aristolochic acid, plants containing	1	carcinogenic to humans	carcinogenic to humans
1,2-Dichloropropane	1	carcinogenic to humans	possibly carcinogenic
CI Orange G	3	not classifiable	not classifiable
Crotonaldehyde	2B	possibly carcinogenic	not classifiable
Glass filament, continuous	3	not classifiable	not classifiable
3,3’,4,4’,5-Pentachlorobiphenyl (PCB-126)	1	carcinogenic to humans	carcinogenic to humans
Benzo[a]pyrene	1	carcinogenic to humans	carcinogenic to humans
1,2,3-Tris(chloromethoxy)propane	3	not classifiable	probably carcinogenic
Fusarium moniliforme, toxins derived from (fumonisin B1, fumonisin B2, and fusarin C)	2B	possibly carcinogenic	possibly carcinogenic
Mirex	2B	possibly carcinogenic	possibly carcinogenic
Bisulfites	3	not classifiable	i don't know
Bis(1-aziridinyl)morpholinophosphine sulfide	3	not classifiable	probably carcinogenic
Polychlorinated biphenyls	1	carcinogenic to humans	carcinogenic to humans
Isopropyl oils	3	not classifiable	carcinogenic to humans
Dibromoacetonitrile	2B	possibly carcinogenic	possibly carcinogenic
Furfuryl alcohol	2B	possibly carcinogenic	possibly carcinogenic
Fumonisin B1	2B	possibly carcinogenic	possibly carcinogenic
ortho-Dichlorobenzene	3	not classifiable	not classifiable
Insulation glass wool	3	not classifiable	not classifiable
Monocrotaline	2B	possibly carcinogenic	possibly carcinogenic
Nafenopin	2B	possibly carcinogenic	possibly carcinogenic
Carmoisine	3	not classifiable	i don't know
Polyurethane foams	3	not classifiable	i don't know
Pentosan polysulfate sodium	2B	possibly carcinogenic	i don't know
Coffee, drinking	3	not classifiable	not classifiable
Benz[a]acridine	3	not classifiable	possibly carcinogenic
Butyl methacrylate	2B	possibly carcinogenic	i don't know
Ethyl carbamate (Urethane)	2A	probably carcinogenic	probably carcinogenic
tert-Amyl methyl ether	3	not classifiable	possibly carcinogenic
Human T-cell lymphotropic virus type II	3	not classifiable	not classifiable
Aldicarb	3	not classifiable	not classifiable
Penicillic acid	3	not classifiable	not classifiable
Endrin	3	not classifiable	not classifiable
4-Vinylcyclohexene diepoxide	2B	possibly carcinogenic	possibly carcinogenic
Catechol	2B	possibly carcinogenic	possibly carcinogenic
Diazepam	3	not classifiable	not classifiable
Nitromethane	2B	possibly carcinogenic	possibly carcinogenic
Erionite	1	carcinogenic to humans	carcinogenic to humans
Furan	2B	possibly carcinogenic	possibly carcinogenic
para-Aminobenzoic acid	3	not classifiable	not classifiable
Thiotepa	1	carcinogenic to humans	carcinogenic to humans
Jet fuel	3	not classifiable	not classifiable
Acrylonitrile	1	carcinogenic to humans	possibly carcinogenic
Citrus Red No. 2	2B	possibly carcinogenic	possibly carcinogenic
Wood dust	1	carcinogenic to humans	carcinogenic to humans
Monuron	3	not classifiable	possibly carcinogenic
1,2-Epoxybutane	2B	possibly carcinogenic	possibly carcinogenic
Diesel fuels, distillate (light)	3	not classifiable	probably carcinogenic
Radium-226 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Benzene	1	carcinogenic to humans	carcinogenic to humans
Dimethylarsinic acid	2B	possibly carcinogenic	possibly carcinogenic
Voriconazole	1	carcinogenic to humans	carcinogenic to humans
Di(2-ethylhexyl)phthalate	2B	possibly carcinogenic	possibly carcinogenic
Dibenz[a,c]anthracene	3	not classifiable	probably carcinogenic
Cobalt metal with tungsten carbide	2A	probably carcinogenic	probably carcinogenic
Etoposide	1	carcinogenic to humans	carcinogenic to humans
3,3'-Dimethoxybenzidine (ortho-Dianisidine)	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo[a,e]fluoranthene	3	not classifiable	possibly carcinogenic
T2-Trichothecene	3	not classifiable	not classifiable
N-Nitrosodiphenylamine	3	not classifiable	possibly carcinogenic
Dihydrosafrole	2B	possibly carcinogenic	possibly carcinogenic
Anthracene	2B	possibly carcinogenic	not classifiable
Leather tanning and processing	3	not classifiable	carcinogenic to humans
Benzo[e]pyrene	3	not classifiable	not classifiable
Benzophenone	2B	possibly carcinogenic	possibly carcinogenic
5-Nitro-ortho-toluidine	3	not classifiable	possibly carcinogenic
Chloral	2A	probably carcinogenic	not classifiable
2,2-Bis(bromomethyl)propane-1,3-diol	2B	possibly carcinogenic	possibly carcinogenic
Furfural	3	not classifiable	possibly carcinogenic
3,3'-Dimethoxybenzidine-4,4'-diisocyanate	3	not classifiable	possibly carcinogenic
Benz[c]acridine	3	not classifiable	probably carcinogenic
3-Nitrofluoranthene	3	not classifiable	possibly carcinogenic
Zalcitabine	2B	possibly carcinogenic	not classifiable
Ethanol in alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Prednisone	3	not classifiable	not classifiable
Acrylic fibres	3	not classifiable	not classifiable
Tris(2-chloroethyl) phosphate	3	not classifiable	possibly carcinogenic
Caffeic acid	2B	possibly carcinogenic	possibly carcinogenic
Triphenylene	3	not classifiable	i don't know
Phosphorus-32, as phosphate	1	carcinogenic to humans	carcinogenic to humans
Chloroform	2B	possibly carcinogenic	possibly carcinogenic
Acridine orange	3	not classifiable	not classifiable
Magenta	2B	possibly carcinogenic	possibly carcinogenic
Aniline (see also Aniline hydrochloride)	2A	probably carcinogenic	not classifiable
Vinylidene chloride	2B	possibly carcinogenic	not classifiable
Polyvinyl alcohol	3	not classifiable	not classifiable
Brilliant Blue FCF, disodium salt	3	not classifiable	not classifiable
Toluene diisocyanates	2B	possibly carcinogenic	possibly carcinogenic
Phenelzine sulfate	3	not classifiable	possibly carcinogenic
1-Bromopropane	2B	possibly carcinogenic	probably carcinogenic
Mineral oils, highly-refined	3	not classifiable	not classifiable
Chlorozotocin	2A	probably carcinogenic	probably carcinogenic
Shale oils	1	carcinogenic to humans	carcinogenic to humans
X- and Gamma-Radiation	1	carcinogenic to humans	carcinogenic to humans
Dieldrin, and aldrin metabolized to dieldrin	2A	probably carcinogenic	not classifiable
Acrylamide	2A	probably carcinogenic	probably carcinogenic
Diisopropyl sulfate	2B	possibly carcinogenic	possibly carcinogenic
2,4-Xylidine	3	not classifiable	possibly carcinogenic
Lead	2B	possibly carcinogenic	probably carcinogenic
Fenvalerate	3	not classifiable	possibly carcinogenic
ortho-Phenylenediamine	2B	possibly carcinogenic	not classifiable
Lead compounds, organic	3	not classifiable	possibly carcinogenic
6-Mercaptopurine	3	not classifiable	carcinogenic to humans
Trifluralin	3	not classifiable	possibly carcinogenic
