statement	score	confidence	gemini_2_5_flash
1,3-Propane sultone	2A	probably carcinogenic	possibly carcinogenic
Trimethylolpropane triacrylate, technical grade	2B	possibly carcinogenic	possibly carcinogenic
d-Limonene	3	not classifiable	not classifiable
para-Aminobenzoic acid	3	not classifiable	not classifiable
Ultraviolet-emitting tanning devices (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Methyl methacrylate	3	not classifiable	not classifiable
Nitrovin	3	not classifiable	possibly carcinogenic
N-Nitrosohydroxyproline	3	not classifiable	not classifiable
Dihydrosafrole	2B	possibly carcinogenic	possibly carcinogenic
Saccharin and its salts	3	not classifiable	not classifiable
Crude oil	3	not classifiable	carcinogenic to humans
Terpene polychlorinates (Strobane®)	3	not classifiable	possibly carcinogenic
Rhodamine B	3	not classifiable	not classifiable
Aziridyl benzoquinone	3	not classifiable	carcinogenic to humans
Acriflavinium chloride	3	not classifiable	not classifiable
Acenaphthene	3	not classifiable	not classifiable
Musk xylene	3	not classifiable	not classifiable
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
Quintozene (Pentachloronitrobenzene)	3	not classifiable	possibly carcinogenic
Musk ambrette	3	not classifiable	not classifiable
Theobromine	3	not classifiable	not classifiable
Dimethoxane	3	not classifiable	i don't know
Sudan I	3	not classifiable	possibly carcinogenic
Droloxifene	3	not classifiable	i don't know
Saccharated iron oxide	3	not classifiable	not classifiable
Bromochloroacetonitrile	3	not classifiable	possibly carcinogenic
Butyl benzyl phthalate	3	not classifiable	possibly carcinogenic
Sudan III	3	not classifiable	not classifiable
Yellow AB	3	not classifiable	not classifiable
Phenanthrene	3	not classifiable	not classifiable
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Scarlet Red	3	not classifiable	not classifiable
Temazepam	3	not classifiable	i don't know
Schistosoma haematobium (infection with)	1	carcinogenic to humans	carcinogenic to humans
Pyrido[3,4-c]psoralen	3	not classifiable	possibly carcinogenic
Diacetylaminoazotoluene	3	not classifiable	not classifiable
Opisthorchis viverrini (infection with)	1	carcinogenic to humans	carcinogenic to humans
Acheson process, occupational exposure associated with	1	carcinogenic to humans	carcinogenic to humans
3-(N-Nitrosomethylamino)propionaldehyde	3	not classifiable	possibly carcinogenic
1-Methylphenanthrene	3	not classifiable	i don't know
Tetrafluoroethylene	2A	probably carcinogenic	possibly carcinogenic
N-Nitrosodiphenylamine	3	not classifiable	not classifiable
Safrole	2B	possibly carcinogenic	possibly carcinogenic
1,2-Diethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Magnetic fields, extremely low-frequency	2B	possibly carcinogenic	possibly carcinogenic
Methyl tert-butyl ether	2B	possibly carcinogenic	possibly carcinogenic
Malathion	2A	probably carcinogenic	probably carcinogenic
N,N'-Diethylthiourea	3	not classifiable	possibly carcinogenic
Caprolactam	3	not classifiable	not classifiable
Methylmercury compounds	2B	possibly carcinogenic	possibly carcinogenic
Benzyl violet 4B	2B	possibly carcinogenic	possibly carcinogenic
Tris(2,3-dibromopropyl) phosphate	2A	probably carcinogenic	probably carcinogenic
Sulfallate	2B	possibly carcinogenic	possibly carcinogenic
Pickled vegetables (traditional Asian)	2B	possibly carcinogenic	possibly carcinogenic
Tetrachloroethylene (Perchloroethylene)	2A	probably carcinogenic	probably carcinogenic
Lauroyl peroxide	3	not classifiable	not classifiable
7-Methylpyrido[3,4-c]psoralen	3	not classifiable	possibly carcinogenic
3-Nitrobenzanthrone	2B	possibly carcinogenic	probably carcinogenic
2,4-D (2,4-dichlorophenoxyacetic acid) (See also Chlorophenoxy herbicides)	2B	possibly carcinogenic	possibly carcinogenic
Perfluorooctanesulfonic acid (PFOS)	2B	possibly carcinogenic	possibly carcinogenic
2,4-Diaminotoluene	2B	possibly carcinogenic	possibly carcinogenic
ortho-Phenylenediamine	2B	possibly carcinogenic	not classifiable
para-Phenylenediamine	3	not classifiable	not classifiable
Metallic implants prepared as thin smooth films	2B	possibly carcinogenic	not classifiable
Polychlorophenols and their sodium salts (mixed exposures) (see Pentachlorophenol; 2,4,6-Trichlorophenol)	2B	possibly carcinogenic	possibly carcinogenic
Streptozotocin	2B	possibly carcinogenic	probably carcinogenic
para-Quinone	3	not classifiable	not classifiable
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)	2A	probably carcinogenic	carcinogenic to humans
2-Amino-4-chlorophenol	2B	possibly carcinogenic	possibly carcinogenic
Printing processes (occupational exposures in)	2B	possibly carcinogenic	carcinogenic to humans
3,3′,4,4′-Tetrachloroazobenzene	2A	probably carcinogenic	possibly carcinogenic
Nitrofen (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
4-Chloro-ortho-phenylenediamine	2B	possibly carcinogenic	possibly carcinogenic
Allyl chloride	3	not classifiable	not classifiable
Chloramine	3	not classifiable	i don't know
Polymeric implant prepared as thin smooth films (with the exception of poly-glycolic acid)	2B	possibly carcinogenic	possibly carcinogenic
ortho-Anisidine hydrochloride (see also ortho-Anisidine)	2A	probably carcinogenic	possibly carcinogenic
1,2-Dibromo-3-chloropropane	2B	possibly carcinogenic	probably carcinogenic
Chloroacetonitrile	3	not classifiable	possibly carcinogenic
Dibenzo[a,i]pyrene	2B	possibly carcinogenic	probably carcinogenic
Radiofrequency electromagnetic fields	2B	possibly carcinogenic	possibly carcinogenic
2-Mercaptobenzothiazole	2A	probably carcinogenic	possibly carcinogenic
Dibenzo[a,h]pyrene	2B	possibly carcinogenic	carcinogenic to humans
Aniline hydrochloride (see also Aniline)	2A	probably carcinogenic	possibly carcinogenic
2,3-Dibromopropan-1-ol	2B	possibly carcinogenic	possibly carcinogenic
1,3-Dichloro-2-propanol	2B	possibly carcinogenic	possibly carcinogenic
2-(1-Aziridinyl)ethanol	3	not classifiable	possibly carcinogenic
Indeno[1,2,3-cd]pyrene	2B	possibly carcinogenic	possibly carcinogenic
Refractory ceramic fibres	2B	possibly carcinogenic	possibly carcinogenic
Chlorothalonil	2B	possibly carcinogenic	probably carcinogenic
Progestins (see also Progestogen-only contraceptives)	2B	possibly carcinogenic	possibly carcinogenic
Cisplatin	2A	probably carcinogenic	carcinogenic to humans
Talc	2A	probably carcinogenic	not classifiable
Bischloroethyl nitrosourea (BCNU) (Carmustine)	2A	probably carcinogenic	carcinogenic to humans
Succinic anhydride	3	not classifiable	not classifiable
Progestogen-only contraceptives	2B	possibly carcinogenic	possibly carcinogenic
3-Monochloro-1,2-propanediol	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo[a,l]pyrene	2A	probably carcinogenic	carcinogenic to humans
Special-purpose fibres such as E-glass and '475' glass fibres	2B	possibly carcinogenic	not classifiable
Resorcinol	3	not classifiable	not classifiable
meta-Phenylenediamine	3	not classifiable	possibly carcinogenic
Methyl acrylate	2B	possibly carcinogenic	not classifiable
Benzo[c]phenanthrene	2B	possibly carcinogenic	possibly carcinogenic
Diisopropyl ether	3	not classifiable	not classifiable
Indium phosphide	2A	probably carcinogenic	probably carcinogenic
Isoeugenol	2B	possibly carcinogenic	not classifiable
Textile manufacturing industry (work in)	2B	possibly carcinogenic	carcinogenic to humans
ortho-Aminoazotoluene	2B	possibly carcinogenic	possibly carcinogenic
Dibenz[a,j]acridine	2A	probably carcinogenic	probably carcinogenic
7H-Dibenzo[c,g]carbazole	2B	possibly carcinogenic	possibly carcinogenic
Benz[j]aceanthrylene	2B	possibly carcinogenic	possibly carcinogenic
Bis(2-chloro-1-methylethyl)ether	3	not classifiable	possibly carcinogenic
Weapons-grade tungsten (with nickel and cobalt) alloy	2B	possibly carcinogenic	possibly carcinogenic
Toluene	3	not classifiable	not classifiable
para-Nitroanisole	2B	possibly carcinogenic	possibly carcinogenic
Adriamycin (Doxorubicin)	2A	probably carcinogenic	probably carcinogenic
Furfuryl alcohol	2B	possibly carcinogenic	possibly carcinogenic
4-Vinylcyclohexene	2B	possibly carcinogenic	possibly carcinogenic
4-Chloronitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Captafol	2A	probably carcinogenic	possibly carcinogenic
Benzo[j]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Benzo[b]fluoranthene	2B	possibly carcinogenic	probably carcinogenic
Butyl methacrylate	2B	possibly carcinogenic	not classifiable
Cyclohexanone	3	not classifiable	not classifiable
Benzo[k]fluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Phenol	3	not classifiable	not classifiable
Cyclopenta[cd]pyrene	2A	probably carcinogenic	possibly carcinogenic
4-Chlorobenzotrifluoride	2B	possibly carcinogenic	not classifiable
Teniposide	2A	probably carcinogenic	carcinogenic to humans
Ethylbenzene	2B	possibly carcinogenic	possibly carcinogenic
Cumene	2B	possibly carcinogenic	possibly carcinogenic
Sterigmatocystin	2B	possibly carcinogenic	possibly carcinogenic
Digoxin	2B	possibly carcinogenic	not classifiable
Hydrazine	2A	probably carcinogenic	probably carcinogenic
Chrysene	2B	possibly carcinogenic	possibly carcinogenic
β-Picoline	3	not classifiable	not classifiable
N-Nitrosopiperidine	2B	possibly carcinogenic	probably carcinogenic
trans-1,4-Dichlorobutene	3	not classifiable	not classifiable
Chloral hydrate	2A	probably carcinogenic	possibly carcinogenic
Nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
N,N-Dimethyl-p-toluidine	2B	possibly carcinogenic	not classifiable
Daunomycin (Daunorubicin)	2B	possibly carcinogenic	carcinogenic to humans
α-Methylstyrene	2B	possibly carcinogenic	not classifiable
Morpholine	3	not classifiable	not classifiable
Azacitidine	2A	probably carcinogenic	probably carcinogenic
Bis(2-chloroethyl)ether	3	not classifiable	possibly carcinogenic
Dibenz[c,h]acridine	2B	possibly carcinogenic	probably carcinogenic
Tetrachlorvinphos	2B	possibly carcinogenic	probably carcinogenic
4,4'-Methylenedianiline	2B	possibly carcinogenic	probably carcinogenic
Diazinon	2A	probably carcinogenic	probably carcinogenic
2-Butoxyethanol	3	not classifiable	not classifiable
4,4'-Diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
Michler’s base [4,4´-methylenebis(N,N-dimethyl)­benzenamine]	2B	possibly carcinogenic	possibly carcinogenic
3,9-Dinitrofluoranthene	2B	possibly carcinogenic	possibly carcinogenic
Microcystis extracts	3	not classifiable	possibly carcinogenic
Naphtho[1,2-b]fluoranthene	3	not classifiable	possibly carcinogenic
Dibenz[a,h]acridine	2B	possibly carcinogenic	possibly carcinogenic
Procarbazine hydrochloride	2A	probably carcinogenic	carcinogenic to humans
Dithranol	3	not classifiable	not classifiable
Aspartame	2B	possibly carcinogenic	possibly carcinogenic
Fusarium sporotrichioides, toxins derived from (T-2 toxin)	3	not classifiable	not classifiable
Silicon carbide whiskers	2A	probably carcinogenic	probably carcinogenic
Diglycidyl resorcinol ether	2B	possibly carcinogenic	possibly carcinogenic
Opisthorchis felineus (infection with)	3	not classifiable	carcinogenic to humans
Propylene	3	not classifiable	not classifiable
Fusarium graminearum, F. culmorum, and F. crookwellense, toxins derived from (zearalenone, deoxynivalenol, nivalenol, and fusarenone X)	3	not classifiable	not classifiable
Microcystin-LR	2B	possibly carcinogenic	possibly carcinogenic
5-Methoxypsoralen	2A	probably carcinogenic	possibly carcinogenic
2-Ethylhexyl acrylate	2B	possibly carcinogenic	not classifiable
Mirex	2B	possibly carcinogenic	possibly carcinogenic
Dicofol	3	not classifiable	not classifiable
DDT (4,4'-dichlorodiphenyltrichloroethane)	2A	probably carcinogenic	probably carcinogenic
Riddelliine	2B	possibly carcinogenic	possibly carcinogenic
Schistosoma mansoni (infection with)	3	not classifiable	possibly carcinogenic
Acrylic fibres	3	not classifiable	not classifiable
Tris(2-chloroethyl) phosphate	3	not classifiable	possibly carcinogenic
1-Butyl glycidyl ether	2B	possibly carcinogenic	possibly carcinogenic
PhIP (2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine)	2B	possibly carcinogenic	probably carcinogenic
Nitrogen mustard	2A	probably carcinogenic	carcinogenic to humans
3,7-Dinitrofluoranthene	2B	possibly carcinogenic	probably carcinogenic
Cyclophosphamide	1	carcinogenic to humans	carcinogenic to humans
Magenta	2B	possibly carcinogenic	possibly carcinogenic
Medphalan	3	not classifiable	carcinogenic to humans
Dichlorvos	2B	possibly carcinogenic	possibly carcinogenic
Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)	2B	possibly carcinogenic	possibly carcinogenic
Ferric oxide	3	not classifiable	not classifiable
Electric fields, static	3	not classifiable	not classifiable
Dimethylcarbamoyl chloride	2A	probably carcinogenic	probably carcinogenic
1,8-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
Radium-226 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Seneciphylline	3	not classifiable	possibly carcinogenic
Methoxsalen (8-methoxypsoralen) plus ultraviolet A radiation	1	carcinogenic to humans	carcinogenic to humans
Ponceau SX	3	not classifiable	not classifiable
N-Ethyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
Azathioprine	1	carcinogenic to humans	carcinogenic to humans
Cobalt(II,III) oxide	3	not classifiable	probably carcinogenic
Toremifene	3	not classifiable	possibly carcinogenic
Monocrotaline	2B	possibly carcinogenic	possibly carcinogenic
13H-Dibenzo[a,g]fluorene	3	not classifiable	possibly carcinogenic
Retrorsine	3	not classifiable	possibly carcinogenic
Phenolphthalein	2B	possibly carcinogenic	possibly carcinogenic
Tamoxifen	1	carcinogenic to humans	carcinogenic to humans
Lead	2B	possibly carcinogenic	probably carcinogenic
Gyromitrin	3	not classifiable	probably carcinogenic
Citrus Red No. 2	2B	possibly carcinogenic	possibly carcinogenic
Oestradiol mustard	3	not classifiable	possibly carcinogenic
Chloroform	2B	possibly carcinogenic	possibly carcinogenic
3-Nitrofluoranthene	3	not classifiable	possibly carcinogenic
Implanted foreign bodies of metallic chromium or titanium and of cobalt-based, chromium-based, and titanium-based alloys, and stainless steel	3	not classifiable	possibly carcinogenic
Beryllium and beryllium compounds	1	carcinogenic to humans	carcinogenic to humans
Pentosan polysulfate sodium	2B	possibly carcinogenic	not classifiable
Sudan Brown RR	3	not classifiable	i don't know
Chlorodibromomethane	3	not classifiable	possibly carcinogenic
CI Direct Blue 218	2B	possibly carcinogenic	possibly carcinogenic
Nodularins	3	not classifiable	possibly carcinogenic
Hexachloroethane	2B	possibly carcinogenic	possibly carcinogenic
Amitrole	3	not classifiable	possibly carcinogenic
Decabromodiphenyl oxide	3	not classifiable	possibly carcinogenic
5-Methylchrysene	2B	possibly carcinogenic	probably carcinogenic
Silicon carbide, fibrous	2B	possibly carcinogenic	probably carcinogenic
4-Methylchrysene	3	not classifiable	possibly carcinogenic
Tetrabromobisphenol A	2A	probably carcinogenic	not classifiable
Monuron	3	not classifiable	not classifiable
X- and Gamma-Radiation	1	carcinogenic to humans	carcinogenic to humans
Fluorescent lighting	3	not classifiable	not classifiable
Luteoskyrin	3	not classifiable	not classifiable
Hexachlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
Polymethyl methacrylate	3	not classifiable	i don't know
Coal-tar pitch	1	carcinogenic to humans	carcinogenic to humans
Oxazepam	2B	possibly carcinogenic	possibly carcinogenic
AF-2 [2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide]	2B	possibly carcinogenic	possibly carcinogenic
3-Chloronitrobenzene	3	not classifiable	not classifiable
Polyurethane foams	3	not classifiable	i don't know
Benz[c]acridine	3	not classifiable	probably carcinogenic
3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone	2B	possibly carcinogenic	possibly carcinogenic
Quercetin	3	not classifiable	not classifiable
Potassium bromate	2B	possibly carcinogenic	possibly carcinogenic
Isatidine	3	not classifiable	probably carcinogenic
Diallate	3	not classifiable	possibly carcinogenic
Trp-P-2 (3-Amino-1-methyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Mineral oils, highly-refined	3	not classifiable	not classifiable
Oil Orange SS	2B	possibly carcinogenic	possibly carcinogenic
Metabisulfites	3	not classifiable	not classifiable
3-Methylchrysene	3	not classifiable	not classifiable
3-(N-Nitrosomethylamino)propionitrile	2B	possibly carcinogenic	probably carcinogenic
Insulation glass wool	3	not classifiable	not classifiable
Tris(aziridinyl)-para-benzoquinone (Triaziquone)	3	not classifiable	probably carcinogenic
N-Vinyl-2-pyrrolidone	3	not classifiable	not classifiable
Sulfafurazole (Sulfisoxazole)	3	not classifiable	not classifiable
Benzene	1	carcinogenic to humans	carcinogenic to humans
Etoposide	1	carcinogenic to humans	carcinogenic to humans
4,5',8-Trimethylpsoralen	3	not classifiable	carcinogenic to humans
Ethyl tellurac	3	not classifiable	i don't know
Doxefazepam	3	not classifiable	possibly carcinogenic
CI Acid Red 114	2B	possibly carcinogenic	possibly carcinogenic
Triamterene	2B	possibly carcinogenic	not classifiable
2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	2B	possibly carcinogenic	possibly carcinogenic
Polyvinyl alcohol	3	not classifiable	not classifiable
Oxyphenbutazone	3	not classifiable	possibly carcinogenic
1,2,3-Tris(chloromethoxy)propane	3	not classifiable	possibly carcinogenic
Thiotepa	1	carcinogenic to humans	carcinogenic to humans
Jet fuel	3	not classifiable	probably carcinogenic
Polypropylene	3	not classifiable	not classifiable
Acetamide	2B	possibly carcinogenic	possibly carcinogenic
Aniline (see also Aniline hydrochloride)	2A	probably carcinogenic	not classifiable
Trichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Coal dust	3	not classifiable	not classifiable
A-alpha-C (2-Amino-9H-pyrido[2,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Naphtho[2,1-a]fluoranthene	3	not classifiable	possibly carcinogenic
Busulfan	1	carcinogenic to humans	carcinogenic to humans
Coffee, drinking	3	not classifiable	not classifiable
Perfluorooctanoic acid (PFOA)	1	carcinogenic to humans	carcinogenic to humans
Hydrochlorothiazide	1	carcinogenic to humans	probably carcinogenic
Dibenzo[a,e]pyrene	3	not classifiable	probably carcinogenic
Vinylidene chloride	2B	possibly carcinogenic	possibly carcinogenic
1,2-Dichloroethane	2B	possibly carcinogenic	possibly carcinogenic
3-Nitroperylene	3	not classifiable	possibly carcinogenic
Phenoxybenzamine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 6 and 11	3	not classifiable	not classifiable
Carbon nanotubes, single-walled	3	not classifiable	possibly carcinogenic
6-Methylchrysene	3	not classifiable	probably carcinogenic
Chlorozotocin	2A	probably carcinogenic	probably carcinogenic
Flat-glass and specialty glass (manufacture of)	3	not classifiable	probably carcinogenic
Aristolochic acid	1	carcinogenic to humans	carcinogenic to humans
Vinylidene chloride-vinyl chloride copolymers	3	not classifiable	not classifiable
Benzo[a]fluoranthene	3	not classifiable	possibly carcinogenic
Polyvinyl chloride	3	not classifiable	not classifiable
Styrene-acrylonitrile copolymers	3	not classifiable	i don't know
Voriconazole	1	carcinogenic to humans	probably carcinogenic
Bisphenol A diglycidyl ether (Araldite)	3	not classifiable	not classifiable
Senkirkine	3	not classifiable	i don't know
n-Propyl carbamate	3	not classifiable	possibly carcinogenic
Diethanolamine	2B	possibly carcinogenic	possibly carcinogenic
Styrene-butadiene copolymers	3	not classifiable	not classifiable
Isosafrole	3	not classifiable	possibly carcinogenic
Isophosphamide	3	not classifiable	carcinogenic to humans
3,5-Dinitrotoluene	3	not classifiable	possibly carcinogenic
Hexamethylphosphoramide	2B	possibly carcinogenic	probably carcinogenic
para-Aminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	2B	possibly carcinogenic	possibly carcinogenic
6-Nitrobenzo[a]pyrene	3	not classifiable	probably carcinogenic
Phenyl glycidyl ether	2B	possibly carcinogenic	possibly carcinogenic
N'-Nitrosoanabasine (NAB)	3	not classifiable	possibly carcinogenic
Vat Yellow 4	3	not classifiable	not classifiable
HC Blue No. 1	2B	possibly carcinogenic	not classifiable
Lindane (see also Hexachlorocyclohexanes)	1	carcinogenic to humans	carcinogenic to humans
Polychloroprene	3	not classifiable	not classifiable
2-Nitrofluorene	2B	possibly carcinogenic	probably carcinogenic
Vinyl chloride-vinyl acetate copolymers	3	not classifiable	not classifiable
Dieldrin, and aldrin metabolized to dieldrin	2A	probably carcinogenic	not classifiable
Sulfur mustard	1	carcinogenic to humans	carcinogenic to humans
Cyclochlorotine	3	not classifiable	not classifiable
Trifluralin	3	not classifiable	possibly carcinogenic
1-Methylchrysene	3	not classifiable	possibly carcinogenic
para-Chloroaniline	2B	possibly carcinogenic	possibly carcinogenic
1-Bromo-3-chloropropane	2B	possibly carcinogenic	possibly carcinogenic
1,3-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
Maleic hydrazide	3	not classifiable	not classifiable
Radon-222 and its decay products	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodi-n-propylamine	2B	possibly carcinogenic	possibly carcinogenic
Glycidol	2A	probably carcinogenic	probably carcinogenic
Aflatoxins	1	carcinogenic to humans	carcinogenic to humans
3-Methylfluoranthene	3	not classifiable	not classifiable
Fuel oils, distillate (light)	3	not classifiable	probably carcinogenic
Ponceau 3R	2B	possibly carcinogenic	possibly carcinogenic
Diazepam	3	not classifiable	possibly carcinogenic
2,4-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Benzo[c]fluorene	3	not classifiable	probably carcinogenic
Sudan Red 7B	3	not classifiable	possibly carcinogenic
Hypochlorite salts	3	not classifiable	not classifiable
MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)	2B	possibly carcinogenic	possibly carcinogenic
Methyl red	3	not classifiable	i don't know
Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Methoxychlor	3	not classifiable	possibly carcinogenic
1,5-Naphthalenediamine	3	not classifiable	not classifiable
Clonorchis sinensis (infection with)	1	carcinogenic to humans	carcinogenic to humans
Palygorskite (Attapulgite) (long fibres, > 5 micrometres)	2B	possibly carcinogenic	possibly carcinogenic
Trypan blue	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	carcinogenic to humans
Carmoisine	3	not classifiable	not classifiable
Fumonisin B1	2B	possibly carcinogenic	possibly carcinogenic
Bis(chloromethyl)ether; chloromethyl methyl ether (technical-grade)	1	carcinogenic to humans	carcinogenic to humans
Trp-P-1 (3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Ethylene oxide	1	carcinogenic to humans	carcinogenic to humans
Dibenz[a,h]anthracene	2A	probably carcinogenic	probably carcinogenic
Anthanthrene	3	not classifiable	not classifiable
Polyacrylic acid	3	not classifiable	i don't know
HC Blue No. 2	3	not classifiable	not classifiable
Dental materials	3	not classifiable	i don't know
4-Amino-2-nitrophenol	3	not classifiable	possibly carcinogenic
Sulfasalazine	2B	possibly carcinogenic	possibly carcinogenic
Sepiolite	3	not classifiable	not classifiable
N-Nitrosodiethanolamine	2B	possibly carcinogenic	possibly carcinogenic
1,1,1,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
Aristolochic acid, plants containing	1	carcinogenic to humans	carcinogenic to humans
Acetaldehyde	2B	possibly carcinogenic	carcinogenic to humans
Acetaldehyde associated with consumption of alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Calcium carbide production	3	not classifiable	carcinogenic to humans
Creosotes	2A	probably carcinogenic	probably carcinogenic
Melamine	2B	possibly carcinogenic	not classifiable
Zalcitabine	2B	possibly carcinogenic	not classifiable
para-Dimethylaminoazobenzene	2B	possibly carcinogenic	possibly carcinogenic
2-Methylfluoranthene	3	not classifiable	i don't know
Bromodichloromethane	2B	possibly carcinogenic	possibly carcinogenic
IQ (2-Amino-3-methylimidazo[4,5-f]quinoline)	2A	probably carcinogenic	probably carcinogenic
Acrylonitrile	1	carcinogenic to humans	possibly carcinogenic
Cobalt metal (without tungsten carbide or other metal alloys)	2A	probably carcinogenic	probably carcinogenic
Triphenylene	3	not classifiable	not classifiable
2-Methylchrysene	3	not classifiable	possibly carcinogenic
Isopropyl alcohol	3	not classifiable	not classifiable
1,2-Dichloropropane	1	carcinogenic to humans	probably carcinogenic
Magnetic fields, static	3	not classifiable	not classifiable
Sudan II	3	not classifiable	i don't know
Brilliant Blue FCF, disodium salt	3	not classifiable	not classifiable
Trichloroethylene	1	carcinogenic to humans	carcinogenic to humans
Evans blue	3	not classifiable	not classifiable
Wood dust	1	carcinogenic to humans	carcinogenic to humans
Caffeic acid	2B	possibly carcinogenic	possibly carcinogenic
Mate, not very hot (drinking)	3	not classifiable	not classifiable
11H-Benz[bc]aceanthrylene	3	not classifiable	possibly carcinogenic
4,5'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	possibly carcinogenic
Diethylstilbestrol	1	carcinogenic to humans	carcinogenic to humans
Niridazole	2B	possibly carcinogenic	possibly carcinogenic
Benzo[a]pyrene	1	carcinogenic to humans	carcinogenic to humans
para-Cresidine	2B	possibly carcinogenic	possibly carcinogenic
Nafenopin	2B	possibly carcinogenic	i don't know
Coronene	3	not classifiable	not classifiable
Leather tanning and processing	3	not classifiable	carcinogenic to humans
2,4,6-Trinitrotoluene	3	not classifiable	possibly carcinogenic
Ptaquiloside	3	not classifiable	possibly carcinogenic
N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	1	carcinogenic to humans	carcinogenic to humans
2-Methylaziridine (Propyleneimine)	2B	possibly carcinogenic	possibly carcinogenic
Polyvinyl pyrrolidone	3	not classifiable	not classifiable
Chloral	2A	probably carcinogenic	possibly carcinogenic
Polystyrene	3	not classifiable	not classifiable
Methyl methanesulfonate	2A	probably carcinogenic	probably carcinogenic
Erionite	1	carcinogenic to humans	carcinogenic to humans
1,2-Dihydroaceanthrylene	3	not classifiable	i don't know
3,3'-Dichloro-4,4'-diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
1,2-Dimethylhydrazine	2A	probably carcinogenic	possibly carcinogenic
Vitamin K substances	3	not classifiable	not classifiable
Fluorene	3	not classifiable	not classifiable
Uranium, mixture of isotopes (see Radionuclides, alpha-particle-emitting, internally deposited)	1	carcinogenic to humans	carcinogenic to humans
1,1,1-Trichloroethane	2A	probably carcinogenic	not classifiable
Vinyl acetate	2B	possibly carcinogenic	not classifiable
1,3-Butadiene	1	carcinogenic to humans	carcinogenic to humans
Arsenobetaine and other organic arsenic compounds that are not metabolized in humans	3	not classifiable	not classifiable
Human T-cell lymphotropic virus type II	3	not classifiable	not classifiable
Di(2-ethylhexyl)phthalate	2B	possibly carcinogenic	possibly carcinogenic
4-Hydroxyazobenzene	3	not classifiable	i don't know
Diethyl sulfate	2A	probably carcinogenic	probably carcinogenic
Palygorskite (Attapulgite)(short fibres, < 5 micrometres)	3	not classifiable	not classifiable
Penicillic acid	3	not classifiable	not classifiable
Carbon nanotubes, multiwalled MWCNT-7	2B	possibly carcinogenic	possibly carcinogenic
N'-Nitrosoanatabine (NAT)	3	not classifiable	possibly carcinogenic
Vincristine sulfate	3	not classifiable	probably carcinogenic
4,4'-Methylenebis(2-chloroaniline) (MOCA)	1	carcinogenic to humans	probably carcinogenic
N-Nitrosodimethylamine	2A	probably carcinogenic	probably carcinogenic
7-Nitrobenz[a]anthracene	3	not classifiable	probably carcinogenic
N,N'-Diacetylbenzidine	2B	possibly carcinogenic	not classifiable
2,3,4,7,8-Pentachlorodibenzofuran	1	carcinogenic to humans	not classifiable
Benzophenone	2B	possibly carcinogenic	possibly carcinogenic
